,name,releasedate,copiessold,price_x,revenue,avgplaytime,reviewscore,publisherclass,publishers_x,developers_x,steamid,appid,estimated owners,peak ccu,required age,price_y,discount,dlc count,supported languages,full audio languages,windows,mac,linux,positive,negative,achievements,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,single-player,multi-player,indie,early access,free to play,simulation,sports,action,strategy,adventure,rpg,massively multiplayer,casual,racing,jrpg
23,palia,25-03-2024,881082,0.0,4263470.0,47.02791482592875,78,Indie,Singularity 6 Corporation,Singularity 6 Corporation,2707930,2707930,0 - 0,0,0,0.0,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese']","['English', 'Traditional Chinese']",True,False,False,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False
24,"little kitty, big city",09-05-2024,206880,24.99,4238137.0,4.143531272874482,95,Indie,Double Dagger Studio,Double Dagger Studio,1177980,1177980,0 - 20000,2728,0,22.49,0,1,"['English', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'French', 'German', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,1654,79,39,1858,0,0,0,0,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
25,secrets of grindea,29-02-2024,314988,14.99,4161183.0,21.69826525906877,90,Indie,Pixel Ferrets,Pixel Ferrets,269770,269770,200000 - 500000,48,0,14.99,0,2,['English'],[],True,False,False,5223,514,28,4603,870,0,1012,0,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False
26,chrono ark,02-05-2024,301197,24.99,4113334.0,37.2041660638596,91,Indie,Al Fine,Al Fine,1188930,1188930,200000 - 500000,555,0,19.99,0,0,"['English', 'Korean', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,3564,406,24,3718,1283,2,1384,2,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False
27,nova drift,12-08-2024,445361,17.99,4047331.0,24.72868457429413,96,Indie,Pixeljam,Chimeric,858210,858210,200000 - 500000,386,0,14.99,0,1,"['English', 'French', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Korean']",[],True,True,False,7836,263,19,7123,918,15,750,15,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
28,kingdom rush 5: alliance td,25-07-2024,245264,19.99,4042356.0,9.09008744972337,86,Indie,Ironhide Game Studio,Ironhide Game Studio,2849080,2849080,200000 - 500000,1791,0,19.99,0,0,"['English', 'French', 'German', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']","['English', 'Traditional Chinese']",True,True,False,4284,692,60,4471,882,549,866,799,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
29,norland,18-07-2024,170621,29.99,3991591.0,18.46350698089453,79,AA,Hooded Horse,Long Jaunt,1857090,1857090,100000 - 200000,6139,0,23.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Ukrainian', 'Turkish', 'Russian', 'Czech', 'Hungarian']",[],True,False,False,2441,780,0,2994,1375,1375,1463,1463,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
30,eiyuden chronicle: hundred heroes,23-04-2024,91925,49.99,3953243.0,26.18784418359856,0,AA,505 Games,Rabbit & Bear Studios,1658280,1658280,0 - 20000,7087,0,49.99,0,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']","['English', 'Japanese', 'Russian']",True,False,False,914,238,56,903,227,227,307,307,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False
31,le mans ultimate,20-02-2024,120703,32.99,3740762.0,24.51989839725174,78,Indie,Studio 397,Studio 397,2399420,2399420,20000 - 50000,2892,0,32.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",[],True,False,False,1212,304,41,1709,0,0,0,0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False
32,the hungry lamb: traveling in the late ming dynasty,22-04-2024,588305,9.99,3689551.0,5.515544910785541,97,Indie,"零创游戏(ZerocreationGame),2P Games",零创游戏(ZerocreationGame),2593370,2593370,0 - 20000,2998,0,7.99,0,0,"['Simplified Chinese', 'Traditional Chinese', 'English', 'Japanese']","['Simplified Chinese', 'Traditional Chinese', 'Japanese']",True,False,False,2891,218,16,3441,0,0,0,0,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
33,fabledom,13-05-2024,274354,20.99,3559827.0,9.741550826316857,90,Indie,"Dear Villagers,Doyoyo Games",Grenaa Games,1651560,1651560,200000 - 500000,572,0,15.99,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil']","['English', 'Portuguese - Brazil']",True,False,False,894,113,0,1011,412,412,412,412,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False
34,apollo justice: ace attorney trilogy,24-01-2024,89327,49.99,3465018.0,40.0243065252875,93,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2187220,2187220,20000 - 50000,3571,0,49.99,0,0,"['English', 'French', 'German', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']","['English', 'French', 'German', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",True,False,False,303,13,32,368,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
35,men of war ii,15-05-2024,84565,44.99,3406127.0,21.05376649227358,0,Indie,Fulqrum Publishing,Best Way,1128860,1128860,100000 - 200000,3212,0,44.99,0,3,"['English', 'Russian', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Turkish', 'Ukrainian']","['English', 'Russian', 'Ukrainian']",True,False,True,1503,884,0,1907,220,220,220,220,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False
36,banishers: ghosts of new eden,12-02-2024,78137,49.99,3387809.0,22.31599204035413,87,AA,Focus Entertainment,DON'T NOD,1493640,1493640,0 - 0,0,0,49.99,0,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Russian', 'Korean']","['English', 'French', 'German', 'Korean']",True,False,False,0,0,43,149,0,0,0,0,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
37,buckshot roulette,04-04-2024,1486957,2.99,3369649.0,2.995872787721658,95,Indie,CRITICAL REFLEX,Mike Klubnika,2835570,2835570,0 - 20000,7025,0,2.69,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish', 'Estonian', 'Ukrainian']",[],True,False,True,5944,240,16,6091,0,0,0,0,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False
38,fields of mistria,05-08-2024,265456,13.99,3342356.0,15.649349536238686,98,Indie,NPC Studio,NPC Studio,2142790,2142790,200000 - 500000,6252,0,13.99,0,0,['English'],[],True,False,False,6810,119,0,6520,0,0,0,0,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False
39,forewarned,25-04-2024,366053,12.99,3322822.0,8.447204850866648,91,Indie,Dreambyte Games,Dreambyte Games,1562420,1562420,100000 - 200000,277,0,12.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Simplified Chinese', 'Spanish - Latin America', 'Thai', 'Russian', 'Turkish', 'Japanese', 'Korean', 'Czech']","['English', 'Czech']",True,False,False,2758,283,21,2427,145,0,120,0,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False
40,midnight ghost hunt,21-03-2024,371470,19.99,3272209.0,11.916997192362892,78,AA,Coffee Stain Publishing,Vaulted Sky Games,915810,915810,200000 - 500000,83,0,19.99,0,2,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Italian', 'Korean', 'Ukrainian']","['English', 'Ukrainian']",True,False,False,3169,765,42,3452,373,48,496,48,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
41,tomb raider i-iii remastered starring lara croft,13-02-2024,125073,29.99,3262820.0,25.629116385966054,87,Indie,Aspyr,"Aspyr,Crystal Dynamics",2478970,2478970,50000 - 100000,5326,0,29.99,0,0,"['English', 'French', 'German', 'Russian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Polish', 'Portuguese - Brazil', 'Swedish', 'Turkish', 'Ukrainian', 'Slovak', 'Japanese', 'Simplified Chinese', 'Italian', 'Spanish - Spain']","['English', 'French', 'German', 'Russian', 'Japanese', 'Spanish - Spain']",True,False,False,1852,276,269,1971,349,349,349,349,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
42,five nights at freddy's: into the pit,07-08-2024,181334,19.99,3262379.0,5.095655826350983,96,Indie,Mega Cat Studios,Mega Cat Studios,2638370,2638370,50000 - 100000,3167,0,19.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish']","['English', 'Turkish']",True,False,False,2562,92,38,3514,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
43,rotwood,24-04-2024,412521,10.99,3180800.0,8.798469833185573,73,AA,Klei Entertainment,Klei Entertainment,2015270,2015270,0 - 20000,17030,0,9.89,0,0,"['English', 'Simplified Chinese']","['English', 'Simplified Chinese']",True,False,False,1415,616,0,2726,259,259,351,351,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False
44,hookah haze,10-07-2024,17717,17.99,263733.0,4.766068924187017,92,Indie,Aniplex Inc.,ACQUIRE Corp.,2470300,2470300,20000 - 50000,75,0,17.99,0,1,"['English', 'Simplified Chinese', 'Japanese']",[],True,False,False,462,44,26,469,152,152,152,152,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
45,future fragments,22-02-2024,14679,19.99,263197.0,6.791463008808835,80,Indie,"Taboo Toad,Shady Corner Games",The Future Fragments Team,1238920,1238920,0 - 20000,396,0,19.99,0,0,['English'],['English'],True,False,False,0,0,0,175,0,0,0,0,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False
46,botany manor,09-04-2024,12312,24.99,263004.0,3.329619728276769,96,Indie,Whitethorn Games,Balloon Studios,1425350,1425350,0 - 20000,55,0,22.49,0,0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Spanish - Latin America', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,156,9,36,177,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
47,scarlet tower,25-03-2024,66201,4.99,262728.0,10.807864513617217,86,Indie,Pyxeralia LLC,Pyxeralia LLC,2181720,2181720,0 - 20000,33,0,4.24,0,0,"['English', 'French', 'Italian', 'German', 'Simplified Chinese', 'Korean', 'Spanish - Latin America', 'Japanese', 'Portuguese - Brazil']","['English', 'Portuguese - Brazil']",True,False,False,85,12,0,0,0,0,0,0,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False
48,vellum,28-03-2024,15742,19.99,260940.0,7.258494933109757,90,Indie,"Alvios, Inc.",Alvios Games,917950,917950,0 - 20000,112,0,17.99,0,0,['English'],['English'],True,False,False,33,6,24,0,0,0,0,0,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False
49,supernatural,15-07-2024,34355,8.99,260449.0,1.582619871033138,63,Indie,Hitori De Productions,Hitori De Productions,2093010,2093010,0 - 20000,172,0,8.09,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Turkish']","['English', 'Turkish']",True,False,False,311,168,22,450,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
50,viking rise: valhalla,21-05-2024,20537,0.0,259513.0,36.62029672226122,75,Indie,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,2819520,2819520,0 - 0,0,0,0.0,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Indonesian', 'Turkish', 'Japanese', 'Thai', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Spanish - Latin America', 'Vietnamese', 'Arabic', 'Korean']","['English', 'Korean']",True,False,False,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False
51,lonestar,18-01-2024,36933,9.99,259157.0,20.516837545390125,0,Indie,Thermite Games,Math Tide,2056210,2056210,20000 - 50000,1402,0,8.99,0,0,"['English', 'Simplified Chinese']",[],True,True,False,185,4,41,289,0,0,0,0,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False
52,yohane the parhelion - numazu in the mirage -,21-02-2024,10048,29.99,258574.0,11.459016872346174,93,Indie,BeXide Inc.,BeXide Inc.,2459750,2459750,0 - 20000,231,0,29.99,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",['Japanese'],True,False,False,0,0,35,176,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
53,revue starlight el dorado,07-08-2024,9499,29.99,256387.0,5.427033571710683,98,Indie,Bushiroad Inc.,Frontwing,2849960,2849960,0 - 20000,206,0,29.99,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",['Japanese'],True,False,False,412,6,0,475,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
54,the brew barons,01-03-2024,14325,21.99,256071.0,13.184460733075102,0,Indie,Lifetap Studios,Lifetap Studios,1636710,1636710,0 - 20000,587,0,18.69,0,1,['English'],['English'],True,False,False,0,0,28,201,402,402,402,402,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
55,contain,16-01-2024,12768,13.99,255512.0,2.503693650275288,60,Indie,SinginGiant,SinginGiant,2186700,2186700,20000 - 50000,44,0,26.99,0,0,"['English', 'Turkish', 'German', 'Simplified Chinese']","['English', 'Simplified Chinese']",True,False,False,211,190,0,343,302,302,302,302,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
56,brothers: a tale of two sons remake,28-02-2024,21858,19.99,255441.0,2.3648222677036745,68,AA,505 Games,Avantgarden SRL,2153350,2153350,0 - 20000,274,0,15.99,0,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,90,56,14,151,0,0,0,0,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
57,voice love on air,27-03-2024,10136,29.99,254966.0,11.2397919153104,90,Indie,SOFTSTAR ENTERTAINMENT,"SOFTSTAR ENTERTAINMENT,Noisy Fish",2321120,2321120,0 - 20000,475,0,26.99,0,2,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']","['Japanese', 'Traditional Chinese']",True,False,False,113,12,26,147,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
58,great houses of calderia,02-05-2024,14675,24.99,253627.0,8.063675087275312,78,Indie,Firesquid,Resistance Games,1812910,1812910,0 - 20000,99,0,19.99,0,2,['English'],['English'],True,False,False,25,5,16,0,0,0,0,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False
59,king arthur: legion ix,09-05-2024,15238,19.99,252953.0,12.391322087258976,71,Indie,NeocoreGames,NeocoreGames,2739830,2739830,0 - 20000,0,0,17.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Hungarian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']","['English', 'Simplified Chinese']",True,False,False,111,42,40,177,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
60,sentry,25-03-2024,15063,19.99,251556.0,6.484102923591283,85,Indie,Fireblade Software,Fireblade Software,1252680,1252680,0 - 20000,0,0,17.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish', 'Ukrainian', 'Traditional Chinese']","['English', 'Traditional Chinese']",True,False,False,193,18,0,224,0,0,0,0,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False
61,autoforge,27-03-2024,14728,19.99,249767.0,13.221277300296627,89,Indie,Siege Games,Siege Games,1960480,1960480,0 - 20000,138,0,17.99,0,0,['English'],[],True,False,False,66,2,0,0,0,0,0,0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
62,magic pussy: chapter 2,13-01-2024,36601,9.99,249274.0,2.612123877243422,75,Indie,Taboo Tales 💘,Taboo Tales 💘,2512190,2512190,0 - 0,0,0,6.39,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']","['English', 'Vietnamese']",True,False,False,0,0,108,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False
63,tennis manager 2024,23-05-2024,7878,39.99,248804.0,10.221171029632243,83,Indie,Rebound CG,Rebound CG,2870110,2870110,0 - 20000,84,0,35.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",[],True,True,False,12,0,79,0,0,0,0,0,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False
64,lifeform zero,22-02-2024,36772,7.99,243845.0,1.1870703784703778,83,Indie,"Mango Party,Mango Party News",Sins of Succubus,1848270,1848270,0 - 20000,163,0,7.19,0,0,"['Traditional Chinese', 'English', 'Japanese', 'Simplified Chinese', 'Korean']",[],True,False,False,0,0,17,148,0,0,0,0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
65,farm manager world,29-04-2024,14399,19.99,241254.0,20.978020915770703,0,Indie,"Sim Farm S.A.,PlayWay S.A.",Cleversan Games,2206350,2206350,0 - 0,0,0,17.99,0,0,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Turkish']",[],True,False,False,0,0,19,0,0,0,0,0,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False
66,turbo golf racing,04-04-2024,27537,9.99,240922.0,8.278991424104499,86,Indie,Hugecalf Studios,Hugecalf Studios,1324350,1324350,20000 - 50000,383,0,16.19,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",[],True,False,False,121,12,0,135,0,0,0,0,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False
67,windowkill,23-02-2024,54205,4.99,239666.0,4.033346015712271,97,Indie,torcado,torcado,2726450,2726450,20000 - 50000,344,0,4.49,0,0,['English'],[],True,False,True,197,3,22,308,0,0,0,0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
68,bootstrap island,22-02-2024,11797,24.99,237361.0,4.453969670795021,83,Indie,Maru VR Productions,Maru VR Productions,1942110,1942110,0 - 0,0,0,19.99,0,0,['English'],['English'],True,False,False,0,0,0,0,0,0,0,0,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False
69,hairdresser simulator,06-03-2024,14398,19.99,235724.0,7.94368062025551,49,Indie,Frozen Way,GameFormatic S.A.,1330560,1330560,0 - 20000,106,0,17.99,0,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Czech', 'Danish', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Turkish', 'Russian']","['English', 'Russian']",True,False,False,118,126,12,219,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
70,maniac,28-03-2024,57155,4.99,235604.0,4.290811596159339,91,Indie,Skystone Games,Transhuman Design,1482380,1482380,0 - 20000,575,0,4.49,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Arabic', 'Greek', 'Romanian', 'Turkish', 'Hebrew']",[],True,True,True,309,25,0,355,0,0,0,0,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
71,nevergrind online,11-07-2024,27973,15.99,235479.0,43.736640716411806,89,Indie,Neverworks Games,Neverworks Games,853450,853450,20000 - 50000,502,0,19.99,0,0,"['English', 'Simplified Chinese', 'German', 'Japanese', 'Russian', 'Polish', 'French']",[],True,False,False,375,38,40,383,0,0,0,0,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False
72,zoonomaly,06-03-2024,43112,5.99,232416.0,6.127524221454782,72,Indie,LIGHTS ARE OFF LLC,LIGHTS ARE OFF LLC,2101890,2101890,0 - 20000,135,0,5.99,0,0,['English'],['English'],True,False,False,112,76,0,193,0,0,0,0,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
73,pepper grinder,28-03-2024,19649,14.99,230628.0,3.0902037504824045,88,AA,Devolver Digital,"Ahr Ech,MP2 Games",2076580,2076580,0 - 20000,163,0,14.99,0,1,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Polish', 'Portuguese - Brazil', 'Spanish - Latin America', 'Turkish']",[],True,True,True,182,24,23,218,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
74,shashingo: learn japanese with photography,27-02-2024,14012,19.99,229922.0,4.261561103643061,95,Indie,Autumn Pioneer,Autumn Pioneer,1632490,1632490,0 - 20000,70,0,17.99,0,1,['English'],[],True,False,False,143,3,14,120,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
75,hexguardian,02-05-2024,24896,11.99,227666.0,16.151996485734074,84,Indie,Yogscast Games,Split Second Games,2381740,2381740,20000 - 50000,423,0,9.59,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,97,24,88,150,549,549,549,549,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
76,modern pink elf rpg,02-02-2024,24006,11.99,227642.0,3.399177167134526,88,Indie,"Remtairy,CursedAtelier",Warshop,2745710,2745710,0 - 20000,218,0,9.59,0,0,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",[],True,False,False,0,0,20,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
77,internet cafe evolution,19-04-2024,18075,14.99,225541.0,18.29526412534356,80,Indie,Tiny Flame Games,Tiny Flame Games,2600600,2600600,0 - 20000,0,0,13.49,0,0,"['Simplified Chinese', 'English', 'Thai', 'Traditional Chinese']","['Simplified Chinese', 'Traditional Chinese']",True,False,False,0,0,3,180,0,0,0,0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
78,primitive society simulator,26-02-2024,13359,19.99,224409.0,23.152544840566616,84,Indie,YSH Games,YSH BigDove,1876880,1876880,20000 - 50000,265,0,17.99,0,0,"['Simplified Chinese', 'English', 'French', 'Japanese', 'Spanish - Spain', 'Portuguese - Brazil', 'Traditional Chinese', 'Russian', 'German']",[],True,False,False,114,17,0,119,0,0,0,0,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False
79,dystopika,21-06-2024,38869,6.99,224151.0,2.4823713745397766,97,Indie,"Voids Within,UNIKAT Label",Voids Within,2379910,2379910,0 - 20000,254,0,6.29,0,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'German', 'Polish']","['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'German', 'Polish']",True,False,False,0,0,15,389,0,0,0,0,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
80,bare witness,20-07-2024,22016,12.99,223470.0,8.570352837139355,95,Indie,AlterWorlds,AlterWorlds,2387380,2387380,0 - 20000,0,0,9.74,0,0,"['English', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",[],True,True,True,0,0,17,0,0,0,0,0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False
81,blockbuster inc.,06-06-2024,10529,24.99,222603.0,7.775502852784427,53,Indie,Ancient Forge,Super Sly Fox,1793090,1793090,0 - 20000,258,0,22.49,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Dutch', 'Polish', 'Russian']","['English', 'Russian']",True,False,False,0,0,3,234,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
82,guards!,01-03-2024,19148,14.99,222412.0,3.8115169276491287,73,Indie,WYLDERZONE,"WYLDERZONE,Lowkey GameDev",2514460,2514460,0 - 20000,0,0,11.99,0,1,"['English', 'Russian', 'Simplified Chinese', 'French', 'German', 'Japanese', 'Portuguese - Brazil', 'Ukrainian']","['English', 'Ukrainian']",True,False,False,43,12,34,118,0,0,0,0,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
83,hawked,15-02-2024,162606,0.0,221326.0,11.438980059315815,55,Indie,"MY.GAMES,The 4 Winds Entertainment (MENA and Turkey)",MY.GAMES,1955960,1955960,0 - 0,0,0,0.0,0,1,"['English', 'French', 'German', 'Spanish - Spain', 'Arabic', 'Turkish', 'Portuguese - Brazil', 'Korean', 'Polish', 'Simplified Chinese', 'Traditional Chinese']","['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Korean', 'Polish', 'Simplified Chinese', 'Traditional Chinese']",True,False,False,0,0,29,0,0,0,0,0,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False
84,tiebreak: official game of the atp and wta,22-08-2024,6854,49.99,220924.0,14.886697995640557,75,AA,Nacon,Big Ant Studios,2264340,2264340,0 - 20000,7,0,29.99,0,0,['English'],['English'],True,False,False,0,0,0,0,0,0,0,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False
85,builders of greece,27-02-2024,14537,19.99,220170.0,9.287106790328828,0,Indie,"CreativeForge Games,PlayWay S.A.","BLUM Entertainment,Strategy Labs",1273100,1273100,20000 - 50000,468,0,16.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Greek', 'Polish', 'Russian', 'Simplified Chinese', 'Ukrainian', 'Portuguese - Brazil']","['English', 'Portuguese - Brazil']",True,False,False,77,41,44,122,0,0,0,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False
86,chasing sunsets,18-08-2024,25621,14.99,219632.0,14.334402971391173,94,Indie,Stone Fox Studios,Stone Fox Studios,1783110,1783110,0 - 20000,33,0,9.99,0,0,['English'],[],True,False,True,0,0,113,270,258,0,258,0,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False
87,capes,29-05-2024,7019,39.99,218599.0,18.1841439121085,0,AA,Daedalic Entertainment,Spitfire Interactive,2081080,2081080,20000 - 50000,432,0,35.99,0,1,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']","['English', 'Traditional Chinese']",True,True,True,90,61,46,143,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
