name,releaseDate,copiesSold,price_x,revenue,avgPlaytime,reviewScore,publisherClass,publishers_x,developers_x,steamId,appid,estimated owners,price_y,dlc count,supported languages,header image,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,categories,genres,tags
sex detective [18+],20-01-2024,6159,9.99,39057.0,2.62368680328011,74,Indie,BanzaiProject,BanzaiProject,2732510,2732510,0 - 20000,6.29,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Vietnamese', 'Greek', 'Danish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Norwegian', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Romanian', 'Thai', 'Turkish', 'Hungarian', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Indonesian', 'Spanish - Latin America']",https://cdn.akamai.steamstatic.com/steam/apps/2732510/header.jpg?t=1705766228,0,0,0,0,0,"Single-player,Steam Achievements","Casual,RPG,Simulation",
chromosome evil 2,15-02-2024,2504,19.99,38734.0,15.35812128894409,91,Indie,S.C. 16 BIT NIGHTS S.R.L.,"S.C. 16 BIT NIGHTS S.R.L.,dovganovskiy",2529770,2529770,0 - 20000,19.99,0,"['English', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/2529770/header.jpg?t=1700675218,0,0,0,0,0,"Single-player,Steam Achievements","RPG,Strategy,Early Access","Early Access,Strategy,RTS,Dark,Survival,Choices Matter,Aliens,Top-Down,Horror,Real Time Tactics,Survival Horror,Combat,Multiple Endings,Singleplayer,Crafting,Character Customization,Sci-fi,RPG,Resource Management,Sandbox"
a fascinating story,14-06-2024,5323,9.99,38560.0,2.751939126006837,75,Indie,Lovely Games,L&P,2756390,2756390,0 - 0,7.89,1,"['Simplified Chinese', 'English', 'Russian', 'Japanese', 'Traditional Chinese', 'Korean']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2756390/header.jpg?t=1718432319,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Indie,Simulation,Strategy",
stride: fates,16-05-2024,1456,29.99,38478.0,2.2171262747285883,44,Indie,Joy Way,Joy Way,2597880,2597880,0 - 20000,29.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2597880/header.jpg?t=1715935721,0,0,0,0,0,"Single-player,VR Only,Family Sharing","Action,Adventure,Sports","Action,Adventure,Action-Adventure,Platformer,Shooter,3D Platformer,Arena Shooter,Exploration,Sports,VR,Cyberpunk,Futuristic,Parkour,Hacking,Stealth,6DOF,Combat,Linear,Story Rich,Singleplayer"
brainwashing with tentacles r,25-05-2024,4016,11.99,38429.0,1.6485084560717145,73,Indie,Dieselmine,kagurado,2862430,2862430,0 - 20000,9.59,0,"['Japanese', 'English', 'Simplified Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2862430/header.jpg?t=1716633387,0,0,0,0,0,"Single-player,Steam Achievements,Family Sharing","Action,Casual,Indie,RPG",
false dream,16-01-2024,22446,1.99,38327.0,2.8520489149129244,97,Indie,TenkaiGames,TenkaiGames,2753720,2753720,0 - 20000,1.79,0,"['English', 'Japanese']",https://cdn.akamai.steamstatic.com/steam/apps/2753720/header.jpg?t=1705914872,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud",Indie,"Walking Simulator,Hidden Object,Horror,Casual,3D,First-Person,Psychological Horror,Realistic,Indie,Singleplayer,Perma Death"
chocolate factory,18-06-2024,2560,19.99,38045.0,5.231778431189281,58,Indie,Tbjbu2,Tbjbu2,2854710,2854710,0 - 20000,15.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2854710/header.jpg?t=1718731276,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Action,Adventure,Casual,Indie,Simulation","Automation,Base-Building,Crafting,Resource Management,Open World Survival Craft,Adventure,Management,Building,Open World,Exploration,City Builder,Simulation,Survival,Sandbox,First-Person,Strategy,Action,Singleplayer,Indie,Casual"
touhou ~red empress devil.,07-03-2024,5933,7.99,37988.0,1.1907577469879576,79,Indie,STUDIO POCO,STUDIO POCO,1734070,1734070,20000 - 50000,7.19,0,"['English', 'Simplified Chinese', 'Japanese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Polish', 'Russian', 'Korean']",https://cdn.akamai.steamstatic.com/steam/apps/1734070/header.jpg?t=1709863167,109,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Action,Indie,Early Access","Early Access,Twin Stick Shooter,Top-Down Shooter,Bullet Hell,Mystery Dungeon,Shooter,Retro,Action Roguelike,Rogue-lite,Vampire,Thriller,Female Protagonist,Cute,Pixel Graphics,Rogue-like,Procedural Generation,Perma Death,Character Action Game,2D,Action RPG"
timemelters,28-02-2024,2700,19.99,37803.0,5.238353917176057,94,Indie,Autoexec Games,Autoexec Games,1096140,1096140,0 - 20000,17.99,0,"['English', 'French']",https://cdn.akamai.steamstatic.com/steam/apps/1096140/header.jpg?t=1665590359,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud","Action,Adventure,Indie,Strategy,Early Access","Early Access,Indie,Strategy,Atmospheric,Story Rich,Co-op Campaign,Time Manipulation,Online Co-Op,Action,Multiplayer,Co-op,Female Protagonist,Time Travel,Action-Adventure,RTS,Tower Defense,Strategy RPG,Real Time Tactics,Third-Person Shooter,Time Management"
escape memoirs: safe house,19-07-2024,4474,9.99,37696.0,3.980908947622048,97,Indie,0 Deer Soft Partnership,0 Deer Soft,2722360,2722360,0 - 20000,8.99,0,['English'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2722360/header.jpg?t=1721492658,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Family Sharing","Adventure,Casual,Indie","Escape Room,Co-op,Multiplayer,Logic,Investigation,Realistic,Online Co-Op,Puzzle,Hidden Object,Exploration,3D,Adventure,Singleplayer,Mystery,Casual,Detective,First-Person,Relaxing,Atmospheric,Linear"
legend of the master baiter,21-06-2024,5111,9.99,37590.0,4.788857462263077,78,Indie,Kagura Games,BigWednesday,2864830,2864830,0 - 20000,7.99,0,"['English', 'Japanese', 'Simplified Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2864830/header.jpg?t=1719028820,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
silent depth 2: pacific,16-07-2024,3423,12.99,37567.0,3.543798908664691,58,Indie,MicroProse Software,MicroProse Software,2591010,2591010,0 - 20000,12.99,0,['English'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2591010/header.jpg?t=1722164464,0,0,0,0,0,"Single-player,Family Sharing","Action,Casual,Simulation,Strategy,Early Access","Submarine,Action,Casual,Naval,World War II,Naval Combat,Early Access,Strategy,Vehicular Combat,Wargame,Combat,Singleplayer,Simulation,First-Person,Military,Controller,3D"
pampas & selene: the maze of demons,21-05-2024,5126,9.99,37487.0,7.261998140753362,93,Indie,Unepic Games,@unepic_fran,1966220,1966220,0 - 20000,7.99,2,"['English', 'Spanish - Spain', 'Japanese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1966220/header.jpg?t=1716295662,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Action,Adventure,Indie,RPG","Metroidvania,Pixel Graphics,Retro,Singleplayer,Local Co-Op,Online Co-Op,Split Screen,1980s,2D Platformer,Controller,Action,Magic,Female Protagonist,Medieval,Fantasy,Adventure,Co-op Campaign,Exploration,Demons,Old School"
union of gnomes,18-07-2024,3038,14.99,37472.0,4.858536097701764,93,Indie,HeroCraft PC,Hoolignomes,2097030,2097030,0 - 20000,14.99,1,"['English', 'Simplified Chinese', 'Russian', 'Traditional Chinese', 'German', 'Japanese', 'Spanish - Spain', 'Spanish - Latin America']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2097030/header.jpg?t=1722618449,126,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG,Strategy,Early Access","Early Access,Roguelike Deckbuilder,Card Game,Turn-Based,Rogue-like,Turn-Based Combat,Dwarf,Deckbuilding,Strategy,Singleplayer,Card Battler,Rogue-lite,Replay Value,Indie,Fantasy,Atmospheric,RPG,Story Rich,2D,Tactical"
my little pony: a zephyr heights mystery,17-05-2024,1064,39.99,37380.0,5.784979175911031,88,Indie,Outright Games Ltd.,Drakhar Studios,2235440,2235440,0 - 0,39.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Danish', 'Dutch', 'Finnish', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2235440/header.jpg?t=1715949316,0,0,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Remote Play Together,Family Sharing","Action,Adventure",
world turtles,15-04-2024,2761,19.99,37235.0,2.8684712372014327,78,Indie,indie.io,Re: cOg Mission,1512050,1512050,0 - 20000,15.99,0,"['English', 'German', 'Simplified Chinese', 'Afrikaans']",https://cdn.akamai.steamstatic.com/steam/apps/1512050/header.jpg?t=1682956179,0,0,0,0,0,Single-player,"Indie,Simulation,Strategy,Early Access","Early Access,City Builder,Colony Sim,Singleplayer,Strategy,Medieval,Immersive Sim,Nature,Hex Grid,3D,Economy,Family Friendly,Hand-drawn,Stylized,Management,God Game,Real Time Tactics,Exploration,Simulation,Sandbox"
darkness revenge,08-02-2024,4505,9.99,37160.0,3.036385164083652,81,Indie,Hematite,Hematite,2112680,2112680,0 - 20000,9.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2112680/header.jpg?t=1673768173,0,0,0,0,0,"Single-player,Steam Achievements","Adventure,Indie,Early Access",
linkito,23-07-2024,2923,14.99,37043.0,4.508091899937316,88,Indie,"Playdigious Originals,Kimeria Games",Kalinarm,2312770,2312770,0 - 20000,14.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2312770/header.jpg?t=1723190864,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Includes level editor,Family Sharing","Indie,Simulation,Strategy","Moddable,Puzzle,Logic,Sandbox,Controller,Level Editor,Simulation,Relaxing,Crafting,Programming,Automation,Puzzle-Platformer,Game Development,Strategy,Minimalist,2D,Singleplayer,Physics,Story Rich,Tabletop"
aground zero,18-01-2024,2046,19.99,36809.0,13.945204139951857,92,Indie,Fancy Fish Games,Fancy Fish Games,1795570,1795570,0 - 20000,19.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1795570/header.jpg?t=1705604460,0,0,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Remote Play Together","Adventure,Indie,RPG,Early Access","Early Access,Colony Sim,Exploration,Sandbox,Character Customization,RPG,3D,First-Person,Voxel,Post-apocalyptic,Underground,Base-Building,Controller,Open World,Management,Sci-fi,Moddable,Automation,Building,Crafting"
towerful defense: a rogue td,29-07-2024,4968,9.99,36774.0,4.435117143496472,78,Indie,Mini Fun Games,Mini Fun Games,2453610,2453610,0 - 20000,8.19,1,"['English', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2453610/header_alt_assets_4.jpg?t=1722564140,0,162,162,162,162,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Casual,Indie,RPG,Strategy","Action Roguelike,Bullet Hell,Tower Defense,Shoot 'Em Up,Rogue-lite,Survival,Strategy,Deckbuilding,Roguelike Deckbuilder,RPG,Arena Shooter,Top-Down Shooter,Casual,Action,Rogue-like,RTS,2D,Top-Down,Action RPG,Minimalist"
virtua unlimited project,24-04-2024,4091,10.99,36626.0,7.486923043711081,0,Indie,Neverland Entertainment,Virtua Ride System,1934030,1934030,0 - 20000,9.89,2,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1934030/header.jpg?t=1714017615,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,Indie,RPG","2D Platformer,Action,Action RPG,Action-Adventure,Pixel Graphics,Anime,Indie,RPG,Adventure,2D,Post-apocalyptic,Story Rich,Drama,Futuristic,Female Protagonist,Singleplayer"
14 minesweeper variants 2,14-06-2024,6567,6.99,36460.0,30.8273594644494,98,Indie,Artless Games,"Alith Games,Artless Games",2631960,2631960,0 - 20000,5.94,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Japanese', 'Korean', 'Polish', 'Russian']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2631960/header.jpg?t=1718362780,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing",Casual,
die by the blade,16-05-2024,2085,19.99,36435.0,4.79305152673187,61,Indie,Grindstone,"Grindstone,Triple Hill Interactive,Toko Midori Games",1154670,1154670,100000 - 200000,19.99,0,"['English', 'Japanese', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Traditional Chinese', 'Korean']",https://cdn.akamai.steamstatic.com/steam/apps/1154670/header.jpg?t=1715861611,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Casual,Indie","Gore,Swordplay,3D Fighter,Competitive,Multiplayer,PvP,Character Customization,Blood,Local Multiplayer,Fighting,Arcade,Combat,Violent,Action,3D,Martial Arts,Ninja,Cyberpunk,Futuristic,Singleplayer"
real dive world,10-05-2024,2501,19.99,36294.0,2.67005413560503,82,Indie,OTAKU Plan,TANUKIHOUSE,2337090,2337090,0 - 20000,15.99,0,"['Japanese', 'English', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2337090/header.jpg?t=1715426167,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
climber animals: together,22-03-2024,12770,3.99,36224.0,2.713706604500689,93,Indie,Weakfish Studio Publishing,Payoff Games,2744880,2744880,0 - 0,3.19,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",https://cdn.akamai.steamstatic.com/steam/apps/2744880/header.jpg?t=1711153530,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Steam Cloud,Steam Leaderboards,Family Sharing","Adventure,Casual,Indie",
archean,16-05-2024,2138,19.99,36163.0,35.56501054328521,92,Indie,"batcholi,FloDKSM","batcholi,FloDKSM",2941660,2941660,0 - 0,14.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2941660/header.jpg?t=1716146630,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Workshop,Steam Cloud,Family Sharing","Indie,Simulation,Early Access",
knights within,15-05-2024,2479,17.99,36030.0,7.057114379278621,97,Indie,Indecision Labs,Indecision Labs,2406180,2406180,0 - 20000,16.19,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2406180/header.jpg?t=1716144405,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Cloud,Family Sharing","Action,Indie,Early Access","Early Access,Action Roguelike,Hack and Slash,Third-Person Shooter,Rogue-lite,PvE,Difficult,Online Co-Op,Rogue-like,Third Person,Post-apocalyptic,Gun Customization,Procedural Generation,Action,Fantasy,Medieval,Sci-fi,Indie,Survival,Replay Value"
master of chess,12-06-2024,3176,14.99,36029.0,9.34233207450903,86,Indie,BRANE,BRANE,2248900,2248900,0 - 20000,11.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Portugal', 'Russian', 'Vietnamese', 'Italian', 'Serbian']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2248900/header.jpg?t=1718309359,0,0,0,0,0,"Single-player,Family Sharing","Simulation,Sports,Early Access","Early Access,Chess,Management,Education,Board Game,Tactical,Simulation,Character Customization,Turn-Based Strategy,Female Protagonist,Turn-Based Combat,2D,Strategy,Colorful,Turn-Based Tactics,Singleplayer,Logic,Artificial Intelligence,Sandbox,Sports"
umbraclaw,30-05-2024,1971,24.99,36009.0,4.507811287732485,93,Indie,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",2428420,2428420,0 - 20000,19.99,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2428420/header.jpg?t=1717052732,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure","Action,Adventure,Platformer,2D Platformer,2D,Fantasy,Pixel Graphics,Singleplayer,Cats"
c.a.r.d.s. rpg: the misty battlefield,22-05-2024,1133,39.99,35903.0,10.33745263202776,46,Indie,ACQUIRE Corp.,ACQUIRE Corp.,2539880,2539880,0 - 20000,35.99,7,"['Japanese', 'English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Polish', 'Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2539880/header.jpg?t=1716422243,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","RPG,Strategy","Roguelike Deckbuilder,Card Game,Card Battler,Rogue-like,Deckbuilding,Strategy,Turn-Based,Singleplayer,Rogue-lite,Replay Value,Indie,Difficult,RPG,Fantasy,Turn-Based Tactics,Tactical RPG"
rogue fable iv,26-01-2024,3991,11.99,35878.0,26.67117876901817,92,Indie,Pixel Forge Games,Pixel Forge Games,2720010,2720010,0 - 20000,9.59,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2720010/header.jpg?t=1706256073,0,0,0,0,0,Single-player,"Adventure,Indie,RPG,Strategy,Early Access",
innocence or money | season 2 | episode 1,10-08-2024,9947,3.99,35719.0,1.892374217964523,75,Indie,MarcialART,MarcialART,3064420,3064420,0 - 0,3.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Turkish', 'Ukrainian', 'Estonian', 'Latvian', 'Lithuanian', 'Slovak', 'Slovenian']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3064420/header.jpg?t=1723312645,0,0,0,0,0,"Single-player,Family Sharing",Adventure,
the cooking game vr,09-08-2024,3127,19.99,35330.0,1.6773863133265157,72,Indie,Play Spirit Limited,Play Spirit Limited,857180,857180,0 - 20000,14.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/857180/header.jpg?t=1533745681,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Stats,Steam Leaderboards","Casual,Indie,Simulation,Early Access","Casual,Indie,Simulation,Early Access,Time Management,VR,PvP,Cooking,Management"
top racer collection,06-03-2024,2184,19.99,35298.0,4.23830756740612,83,Indie,"QUByte Interactive,Piko Interactive,bleem.net",QUByte Interactive,2214000,2214000,0 - 20000,19.99,0,"['English', 'Portuguese - Brazil']",https://cdn.akamai.steamstatic.com/steam/apps/2214000/header.jpg?t=1709922533,0,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing","Action,Casual,Indie,Racing","Casual,Racing,Arcade,2D,Colorful,Pixel Graphics,Split Screen,1990's,Atmospheric,Driving,Old School,Retro,PvP,Multiplayer,Singleplayer,8-bit Music,Controller,Local Multiplayer,Action,Music"
ballance,05-01-2024,9412,5.99,35198.0,1.613739933077078,78,Indie,Ziggurat,Cyparade,2000770,2000770,0 - 20000,3.59,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",https://cdn.akamai.steamstatic.com/steam/apps/2000770/header.jpg?t=1704463128,109,0,0,0,0,Single-player,Casual,
galactic glitch,15-07-2024,3974,12.99,35181.0,4.501046549918738,94,Indie,Crunchy Leaf Games,Crunchy Leaf Games,1536620,1536620,0 - 20000,12.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Ukrainian', 'Portuguese - Brazil']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1536620/header.jpg?t=1722773152,158,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Adventure,Simulation,Early Access","Action Roguelike,Difficult,Physics,Roguevania,Bullet Hell,Rogue-like,Top-Down,Dungeon Crawler,Loot,Rogue-lite,Destruction,2D,Sci-fi,Space,Combat,Early Access,Top-Down Shooter,Twin Stick Shooter,Simulation,Action RPG"
the assistant season 2,29-08-2024,4501,9.99,35119.0,2.944678487160993,87,Indie,Backhole,Backhole,2994260,2994260,0 - 20000,8.49,0,"['English', 'Spanish - Spain']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2994260/header.jpg?t=1724943913,0,0,0,0,0,"Single-player,Family Sharing","Adventure,Indie",
goblin slayer -another adventurer- nightmare feast,28-02-2024,700,54.99,34638.0,8.28881600993995,48,Indie,Bushiroad Inc.,"APOLLOSOFT Inc.,mebius.",2456410,2456410,0 - 20000,54.99,0,['Japanese'],https://cdn.akamai.steamstatic.com/steam/apps/2456410/header.jpg?t=1709132434,0,0,0,0,0,"Single-player,Full controller support,Family Sharing","Adventure,Strategy","Adventure,Strategy,Strategy RPG,Pixel Graphics,Fantasy,Turn-Based Tactics,Singleplayer"
unspoken,01-04-2024,13185,2.99,34570.0,1.221261653746725,91,Indie,Weeping Studio,Weeping studio,2846290,2846290,0 - 20000,2.99,0,"['English', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/2846290/header.jpg?t=1711990837,0,0,0,0,0,"Steam Achievements,Family Sharing","Action,Adventure,Indie","Horror,Atmospheric,Psychological Horror,Thriller,Narrative,Retro,Adventure,Singleplayer,Action,Dark,3D,Mystery,Action-Adventure,Indie,Shooter,First-Person,Story Rich,Linear,Noir,Realistic"
trap yuri garden,10-06-2024,3168,14.99,34538.0,4.174798019139268,93,Indie,"Eroge Japan,Sanuk Inc.",No Strike,2183910,2183910,0 - 0,11.99,1,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2183910/header.jpg?t=1718013539,0,0,0,0,0,"Single-player,Steam Cloud,Family Sharing","Adventure,Casual",
llamasoft: the jeff minter story,13-03-2024,1437,29.99,34480.0,2.6086928041531428,93,Indie,Digital Eclipse,Digital Eclipse,2236680,2236680,0 - 0,29.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",https://cdn.akamai.steamstatic.com/steam/apps/2236680/header.jpg?t=1710342544,0,0,0,0,0,"Single-player,Multi-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Indie",
busty milf and summer country sex life,25-04-2024,1920,22.99,34423.0,2.5442447265943544,94,Indie,Dieselmine,MikanBatake,2795310,2795310,0 - 20000,18.39,0,"['Japanese', 'English', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2795310/header.jpg?t=1714095048,0,0,0,0,0,"Single-player,Steam Achievements,Family Sharing","Indie,Simulation",
retrowave world,10-05-2024,4976,9.99,34177.0,6.393304313510181,83,Indie,RewindApp,RewindApp,2413050,2413050,0 - 0,7.49,0,"['English', 'French', 'Spanish - Spain', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'German', 'Czech', 'Hungarian', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Italian', 'Bulgarian', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Indonesian', 'Korean', 'Norwegian', 'Romanian', 'Swedish', 'Thai', 'Turkish', 'Ukrainian', 'Vietnamese', 'Catalan']",https://cdn.akamai.steamstatic.com/steam/apps/2413050/header.jpg?t=1715394875,0,0,0,0,0,"Single-player,Multi-player,MMO,PvP,Online PvP,Steam Achievements,Full controller support,Steam Leaderboards,Family Sharing","Action,Adventure,Indie,Massively Multiplayer,Racing,Simulation,Early Access",
war tortoise,27-03-2024,3157,12.99,34147.0,35.57522367183048,82,Indie,Foursaken Media,Foursaken Media,2120250,2120250,0 - 20000,12.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2120250/header.jpg?t=1711599100,0,0,0,0,0,"Single-player,Full controller support,Steam Cloud,Family Sharing",Action,"Action,Idler,3D,War,Singleplayer,Indie,Strategy,Auto Battler,PvE,Casual,Survival,Third Person,Controller"
the night is grey,05-01-2024,2599,15.99,34137.0,6.327124309995986,83,Indie,Whalestork Interactive,Whalestork Interactive,1281490,1281490,0 - 20000,14.39,2,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1281490/header.jpg?t=1704441746,0,0,0,0,0,"Single-player,Steam Achievements","Adventure,Casual,Indie","Point & Click,Adventure,Indie,Psychological Horror,Casual,Puzzle,Mystery,Hand-drawn,Cinematic,Third Person,Atmospheric,Dark Humor,Old School,Thriller,Story Rich,Singleplayer,2D,Cartoon,Drama,Conversation"
thalassa: edge of the abyss,01-08-2024,1885,19.99,33913.0,5.175897436224591,92,Indie,Team17 Digital Ltd,Sarepta Studio,1783680,1783680,0 - 20000,19.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Norwegian', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1783680/header.jpg?t=1722527898,0,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Indie,RPG",
forest ranger simulator,19-06-2024,2968,14.99,33771.0,6.762252434257949,48,Indie,FreeMind S.A.,"HOT CODE COMPANY,FreeMind S.A.,VIRTUAL MAGIC",1185780,1185780,0 - 20000,13.49,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1185780/header_alt_assets_1.jpg?t=1682594785,0,0,0,0,0,Single-player,"Action,Adventure,Casual,Indie,Simulation,Early Access","Early Access,Nature,Simulation,Education,Family Friendly,Immersive Sim,Sandbox,Singleplayer,First-Person,Crafting,Casual,Adventure,Atmospheric,Relaxing,Realistic,Indie,Exploration,Action,Walking Simulator,Life Sim"
