name,releaseDate,copiesSold,price_x,revenue,avgPlaytime,reviewScore,publisherClass,publishers_x,developers_x,steamId,appid,estimated owners,price_y,dlc count,supported languages,header image,recommendations,average playtime forever,average playtime two weeks,median playtime forever,median playtime two weeks,categories,genres,tags
eiyuden chronicle: hundred heroes,23-04-2024,91925,49.99,3953243.0,26.18784418359856,0,AA,505 Games,Rabbit & Bear Studios,1658280,1658280,0 - 20000,49.99,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/1658280/header.jpg?t=1714160243,903,227,227,307,307,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Adventure,Indie,RPG,Strategy","RPG,JRPG,2.5D,Story Rich,Turn-Based Combat,Singleplayer,Adventure,Combat,Strategy,Indie,Action-Adventure,Crafting,Action RPG,LGBTQ+,Female Protagonist,Action,Political,Anime"
le mans ultimate,20-02-2024,120703,32.99,3740762.0,24.51989839725174,78,Indie,Studio 397,Studio 397,2399420,2399420,20000 - 50000,32.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",https://cdn.akamai.steamstatic.com/steam/apps/2399420/header.jpg?t=1708949275,1709,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Partial Controller Support","Racing,Early Access","Racing,Automobile Sim,Immersive Sim,Realistic,Driving,Multiplayer,Early Access,PvP,Singleplayer,VR"
the hungry lamb: traveling in the late ming dynasty,22-04-2024,588305,9.99,3689551.0,5.515544910785541,97,Indie,"零创游戏(ZerocreationGame),2P Games",零创游戏(ZerocreationGame),2593370,2593370,0 - 20000,7.99,0,"['Simplified Chinese', 'Traditional Chinese', 'English', 'Japanese']",https://cdn.akamai.steamstatic.com/steam/apps/2593370/header.jpg?t=1714290591,3441,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Indie,RPG","Visual Novel,Adventure,Historical,Interactive Fiction,Anime,Story Rich,Multiple Endings,Dating Sim,Dark,Cute,Word Game,RPG,Cooking,Psychological Horror,Romance,Singleplayer,Drama,Casual,Medieval,Mystery"
fabledom,13-05-2024,274354,20.99,3559827.0,9.741550826316857,90,Indie,"Dear Villagers,Doyoyo Games",Grenaa Games,1651560,1651560,200000 - 500000,15.99,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'French', 'German', 'Spanish - Spain', 'Russian', 'Portuguese - Brazil']",https://cdn.akamai.steamstatic.com/steam/apps/1651560/header.jpg?t=1682135624,1011,412,412,412,412,Single-player,"Casual,Simulation,Strategy,Early Access","Early Access,City Builder,Relaxing,Sandbox,Diplomacy,Economy,Colony Sim,Romance,Fantasy,Cartoony,Procedural Generation,Resource Management,PvE,Strategy,Base-Building,3D,Cute,Funny,Colorful,Conversation"
apollo justice: ace attorney trilogy,24-01-2024,89327,49.99,3465018.0,40.0243065252875,93,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2187220,2187220,20000 - 50000,49.99,0,"['English', 'French', 'German', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2187220/header.jpg?t=1706177279,368,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Adventure,"Adventure,Visual Novel,Anime,3D,Detective,Investigation,Choose Your Own Adventure,Mystery,Crime,Singleplayer,Text-Based,Story Rich,Great Soundtrack"
men of war ii,15-05-2024,84565,44.99,3406127.0,21.05376649227358,0,Indie,Fulqrum Publishing,Best Way,1128860,1128860,100000 - 200000,44.99,3,"['English', 'Russian', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Turkish', 'Ukrainian']",https://cdn.akamai.steamstatic.com/steam/apps/1128860/header_alt_assets_0.jpg?t=1715859391,1907,220,220,220,220,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Workshop,Steam Cloud,Includes level editor,Family Sharing","Action,Simulation,Strategy","Multiplayer,Co-op,World War II,RTS,Singleplayer,Strategy,Real Time Tactics,Online Co-Op,Wargame,Realistic,Moddable,Historical,Level Editor,Action,Tanks,Military,Tactical,3D,Top-Down,PvP"
banishers: ghosts of new eden,12-02-2024,78137,49.99,3387809.0,22.31599204035413,87,AA,Focus Entertainment,DON'T NOD,1493640,1493640,0 - 0,49.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Simplified Chinese', 'Russian', 'Korean']",https://cdn.akamai.steamstatic.com/steam/apps/1493640/header.jpg?t=1707823167,149,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,RPG",
buckshot roulette,04-04-2024,1486957,2.99,3369649.0,2.995872787721658,95,Indie,CRITICAL REFLEX,Mike Klubnika,2835570,2835570,0 - 20000,2.69,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese', 'Turkish', 'Estonian', 'Ukrainian']",https://cdn.akamai.steamstatic.com/steam/apps/2835570/header.jpg?t=1712398973,6091,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Indie,Simulation","Dark,3D,First-Person,Horror,Psychological,Singleplayer,Indie,Experimental,Puzzle,Strategy,Action,Rogue-like,Simulation,Gambling,Surreal,Rogue-lite,Multiplayer,Psychological Horror,Blood,FPS"
fields of mistria,05-08-2024,265456,13.99,3342356.0,15.649349536238686,98,Indie,NPC Studio,NPC Studio,2142790,2142790,200000 - 500000,13.99,0,['English'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2142790/header.jpg?t=1722890129,6520,0,0,0,0,"Single-player,Full controller support,Family Sharing","Indie,RPG,Simulation,Early Access","Early Access,RPG,Simulation,Farming Sim,Dating Sim,Life Sim,Farming,Romance,Agriculture,Relaxing,Cute,Anime,Sandbox,Open World,2D,Crafting,Pixel Graphics,Building,Cooking,Mining"
forewarned,25-04-2024,366053,12.99,3322822.0,8.447204850866648,91,Indie,Dreambyte Games,Dreambyte Games,1562420,1562420,100000 - 200000,12.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese', 'Simplified Chinese', 'Spanish - Latin America', 'Thai', 'Russian', 'Turkish', 'Japanese', 'Korean', 'Czech']",https://cdn.akamai.steamstatic.com/steam/apps/1562420/header.jpg?t=1655215552,2427,145,0,120,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,Early Access","Horror,Online Co-Op,Survival Horror,Co-op,Multiplayer,Psychological Horror,VR,PvE,Survival,Asymmetric VR,Action-Adventure,Atmospheric,Dark,PvP,Exploration,First-Person,Adventure,Action,3D,Early Access"
midnight ghost hunt,21-03-2024,371470,19.99,3272209.0,11.916997192362892,78,AA,Coffee Stain Publishing,Vaulted Sky Games,915810,915810,200000 - 500000,19.99,2,"['English', 'French', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Italian', 'Korean', 'Ukrainian']",https://cdn.akamai.steamstatic.com/steam/apps/915810/header.jpg?t=1652982260,3452,373,48,496,48,"Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support","Action,Indie,Early Access","Early Access,Multiplayer,Combat,Team-Based,FPS,PvP,First-Person,Supernatural,Action,Shooter,Indie,1990's,Sci-fi,Realistic,Comedy,Tactical,3D,Third-Person Shooter,Co-op,Controller"
tomb raider i-iii remastered starring lara croft,13-02-2024,125073,29.99,3262820.0,25.629116385966054,87,Indie,Aspyr,"Aspyr,Crystal Dynamics",2478970,2478970,50000 - 100000,29.99,0,"['English', 'French', 'German', 'Russian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Polish', 'Portuguese - Brazil', 'Swedish', 'Turkish', 'Ukrainian', 'Slovak', 'Japanese', 'Simplified Chinese', 'Italian', 'Spanish - Spain']",https://cdn.akamai.steamstatic.com/steam/apps/2478970/header.jpg?t=1707940176,1971,349,349,349,349,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure","Action,Action-Adventure,Exploration,Old School,3D,Female Protagonist,Adventure,Singleplayer,Controller,Puzzle,Classic,Remake,Atmospheric,Violent,Great Soundtrack,Difficult,Horror,Story Rich,Platformer"
five nights at freddy's: into the pit,07-08-2024,181334,19.99,3262379.0,5.095655826350983,96,Indie,Mega Cat Studios,Mega Cat Studios,2638370,2638370,50000 - 100000,19.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Turkish']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2638370/header.jpg?t=1723137615,3514,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Remote Play on TV,Family Sharing","Action,Adventure,Indie","Horror,Adventure,Pixel Graphics,Action,Point & Click,2D,Exploration,1980s,Singleplayer,Indie,Side Scroller,Multiple Endings,Atmospheric,Dark,1990's,Action-Adventure,Survival Horror,Story Rich,Psychological Horror,Robots"
rotwood,24-04-2024,412521,10.99,3180800.0,8.798469833185573,73,AA,Klei Entertainment,Klei Entertainment,2015270,2015270,0 - 20000,9.89,0,"['English', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2015270/header.jpg?t=1714178301,2726,259,259,351,351,"Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Action,Adventure,RPG,Early Access","Early Access,Online Co-Op,Dungeon Crawler,PvE,Hack and Slash,Action-Adventure,Action Roguelike,Co-op,Exploration,RPG,Multiplayer,Action,Singleplayer,Rogue-lite,Adventure,Beat 'em up,Replay Value,Medieval,Action RPG,2D"
hookah haze,10-07-2024,17717,17.99,263733.0,4.766068924187017,92,Indie,Aniplex Inc.,ACQUIRE Corp.,2470300,2470300,20000 - 50000,17.99,1,"['English', 'Simplified Chinese', 'Japanese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2470300/header.jpg?t=1721090706,469,152,152,152,152,"Single-player,Full controller support,Family Sharing",Adventure,"Adventure,Visual Novel,Point & Click,Life Sim,Dating Sim,Choose Your Own Adventure,2D,Cute,Anime,Colorful,Psychedelic,Pixel Graphics,Text-Based,Drama,Relaxing,Emotional,Futuristic,Dark Humor,Funny,Atmospheric"
future fragments,22-02-2024,14679,19.99,263197.0,6.791463008808835,80,Indie,"Taboo Toad,Shady Corner Games",The Future Fragments Team,1238920,1238920,0 - 20000,19.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1238920/header.jpg?t=1708793673,175,0,0,0,0,"Single-player,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,RPG",
botany manor,09-04-2024,12312,24.99,263004.0,3.329619728276769,96,Indie,Whitethorn Games,Balloon Studios,1425350,1425350,0 - 20000,22.49,0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Spanish - Latin America', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1425350/header.jpg?t=1712756328,177,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Family Sharing",Adventure,"Exploration,Education,Immersive Sim,Puzzle,Walking Simulator,Female Protagonist,3D,First-Person,Historical,Controller,Linear,Relaxing,Story Rich,Science,Colorful,Stylized,Family Friendly,Logic,Nature,Investigation"
scarlet tower,25-03-2024,66201,4.99,262728.0,10.807864513617217,86,Indie,Pyxeralia LLC,Pyxeralia LLC,2181720,2181720,0 - 20000,4.24,0,"['English', 'French', 'Italian', 'German', 'Simplified Chinese', 'Korean', 'Spanish - Latin America', 'Japanese', 'Portuguese - Brazil']",https://cdn.akamai.steamstatic.com/steam/apps/2181720/header.jpg?t=1667588614,0,0,0,0,0,"Single-player,Full controller support","Action,Casual,Indie,RPG,Early Access","Early Access,Vampire,Action Roguelike,Dark Fantasy,Pixel Graphics,Rogue-like,Bullet Hell,Survival,Hand-drawn,RPG,Demons,Action,Casual,2D,Zombies,Medieval,Gothic,Combat,Procedural Generation,Singleplayer"
vellum,28-03-2024,15742,19.99,260940.0,7.258494933109757,90,Indie,"Alvios, Inc.",Alvios Games,917950,917950,0 - 20000,17.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/917950/header.jpg?t=1711633994,0,0,0,0,0,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Action,Adventure,Indie,Early Access","Action Roguelike,Online Co-Op,Third-Person Shooter,Fantasy,3D,Action,Rogue-like,Multiplayer,PvE,Magic,Rogue-lite,Arena Shooter,Co-op,Shooter,Third Person,Arcade,Combat,Singleplayer,Early Access,Colorful"
supernatural,15-07-2024,34355,8.99,260449.0,1.582619871033138,63,Indie,Hitori De Productions,Hitori De Productions,2093010,2093010,0 - 20000,8.09,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil', 'Turkish']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2093010/header.jpg?t=1721059245,450,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Adventure,Indie","Horror,Adventure,Detective,Crime,Action,Psychological Horror,Story Rich,Puzzle,Psychological,Demons,Survival Horror,Action-Adventure,First-Person,Atmospheric,Stealth,Singleplayer,FPS,Dark,Investigation,Arcade"
viking rise: valhalla,21-05-2024,20537,0.0,259513.0,36.62029672226122,75,Indie,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,2819520,2819520,0 - 0,0.0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Indonesian', 'Turkish', 'Japanese', 'Thai', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Spanish - Latin America', 'Vietnamese', 'Arabic', 'Korean']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2819520/header.jpg?t=1716390251,0,0,0,0,0,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,In-App Purchases","Massively Multiplayer,RPG,Strategy,Free to Play",
lonestar,18-01-2024,36933,9.99,259157.0,20.516837545390125,0,Indie,Thermite Games,Math Tide,2056210,2056210,20000 - 50000,8.99,0,"['English', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2056210/header.jpg?t=1705743630,289,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Indie,RPG,Strategy,Early Access","Early Access,Rogue-like,Strategy,Turn-Based Tactics,Card Battler,Roguelike Deckbuilder,Turn-Based Strategy,Turn-Based Combat,Replay Value,Perma Death,Rogue-lite,Difficult,Deckbuilding,Procedural Generation,Turn-Based,Tactical,Card Game,2D,Dungeon Crawler,Singleplayer"
yohane the parhelion - numazu in the mirage -,21-02-2024,10048,29.99,258574.0,11.459016872346174,93,Indie,BeXide Inc.,BeXide Inc.,2459750,2459750,0 - 20000,29.99,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",https://cdn.akamai.steamstatic.com/steam/apps/2459750/header.jpg?t=1708578030,176,0,0,0,0,"Single-player,Steam Achievements,Full controller support,Steam Cloud",RPG,
revue starlight el dorado,07-08-2024,9499,29.99,256387.0,5.427033571710683,98,Indie,Bushiroad Inc.,Frontwing,2849960,2849960,0 - 20000,29.99,0,"['English', 'Simplified Chinese', 'Traditional Chinese', 'Japanese']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2849960/header.jpg?t=1723042903,475,0,0,0,0,"Single-player,Family Sharing",Adventure,"Visual Novel,Adventure,Anime,LGBTQ+,Drama,Singleplayer,Music,Story Rich,Emotional,Well-Written,Psychological Horror,Great Soundtrack,Experimental,Sexual Content"
the brew barons,01-03-2024,14325,21.99,256071.0,13.184460733075102,0,Indie,Lifetap Studios,Lifetap Studios,1636710,1636710,0 - 20000,18.69,1,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1636710/header.jpg?t=1709308740,201,402,402,402,402,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Casual,RPG,Simulation",
contain,16-01-2024,12768,13.99,255512.0,2.503693650275288,60,Indie,SinginGiant,SinginGiant,2186700,2186700,20000 - 50000,26.99,0,"['English', 'Turkish', 'German', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2186700/header.jpg?t=1705760033,343,302,302,302,302,"Single-player,Multi-player,Co-op,Online Co-op","Action,Early Access","FPS,PvE,Action,Shooter,Character Customization,3D,First-Person,Gun Customization,Team-Based,Realistic,Military,Tactical,Atmospheric,Supernatural,Co-op,Multiplayer,Mystery,Online Co-Op,Singleplayer,Early Access"
brothers: a tale of two sons remake,28-02-2024,21858,19.99,255441.0,2.3648222677036745,68,AA,505 Games,Avantgarden SRL,2153350,2153350,0 - 20000,15.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2153350/header.jpg?t=1709155207,151,0,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Adventure,Casual","Adventure,Casual,Local Co-Op,Action-Adventure,Singleplayer"
voice love on air,27-03-2024,10136,29.99,254966.0,11.2397919153104,90,Indie,SOFTSTAR ENTERTAINMENT,"SOFTSTAR ENTERTAINMENT,Noisy Fish",2321120,2321120,0 - 20000,26.99,2,"['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2321120/header.jpg?t=1711591213,147,0,0,0,0,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing","Casual,Simulation","Dating Sim,LGBTQ+,Drama,Story Rich,Romance,Visual Novel,Anime,Casual,Management,Simulation,Multiple Endings,2D Platformer,2D,Realistic,Emotional,Relaxing,Choices Matter,Singleplayer,Word Game,Sexual Content"
great houses of calderia,02-05-2024,14675,24.99,253627.0,8.063675087275312,78,Indie,Firesquid,Resistance Games,1812910,1812910,0 - 20000,19.99,2,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1812910/header.jpg?t=1693404651,0,0,0,0,0,Single-player,"Indie,RPG,Strategy,Early Access","Early Access,Grand Strategy,RPG,Strategy,Fantasy,Indie,Moddable,Simulation,Political,Lore-Rich,Management,Medieval,Resource Management,Economy,Military,War,Diplomacy,RTS,Singleplayer,Choices Matter"
king arthur: legion ix,09-05-2024,15238,19.99,252953.0,12.391322087258976,71,Indie,NeocoreGames,NeocoreGames,2739830,2739830,0 - 20000,17.99,0,"['English', 'French', 'German', 'Spanish - Spain', 'Hungarian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/2739830/header.jpg?t=1715333182,177,0,0,0,0,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","RPG,Strategy","Dark Fantasy,Tactical RPG,Turn-Based Tactics,RPG,Turn-Based Strategy,Strategy,Strategy RPG,Team-Based,Turn-Based Combat,Grid-Based Movement,3D,Isometric,Singleplayer,Story Rich,Choices Matter,Rogue-like,PvE,Rogue-lite,Medieval,Mythology"
sentry,25-03-2024,15063,19.99,251556.0,6.484102923591283,85,Indie,Fireblade Software,Fireblade Software,1252680,1252680,0 - 20000,17.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Turkish', 'Ukrainian', 'Traditional Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1252680/header.jpg?t=1711537538,224,0,0,0,0,"Single-player,Partial Controller Support,Steam Cloud,Family Sharing","Action,Indie,Strategy,Early Access","Strategy,Tower Defense,FPS,Survival,Sci-fi,Colorful,Action,Stylized,3D,First-Person,Space,Aliens,Rogue-lite,Combat,Inventory Management,Shooter,Pixel Graphics,Rogue-like,Singleplayer,Early Access"
autoforge,27-03-2024,14728,19.99,249767.0,13.221277300296627,89,Indie,Siege Games,Siege Games,1960480,1960480,0 - 20000,17.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1960480/header.jpg?t=1711764853,0,0,0,0,0,"Single-player,Family Sharing","Action,Simulation,Early Access","Early Access,Sandbox,Crafting,Exploration,Simulation,Automation,Strategy,Replay Value,2D,Base-Building,Building,Resource Management,Open World,Pixel Graphics,Open World Survival Craft,Survival,Action-Adventure,Adventure,Singleplayer,Farming"
magic pussy: chapter 2,13-01-2024,36601,9.99,249274.0,2.612123877243422,75,Indie,Taboo Tales 💘,Taboo Tales 💘,2512190,2512190,0 - 0,6.39,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese']",https://cdn.akamai.steamstatic.com/steam/apps/2512190/header.jpg?t=1705184389,0,0,0,0,0,"Single-player,Steam Achievements","Adventure,Casual,RPG",
tennis manager 2024,23-05-2024,7878,39.99,248804.0,10.221171029632243,83,Indie,Rebound CG,Rebound CG,2870110,2870110,0 - 20000,35.99,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2870110/header.jpg?t=1716544137,0,0,0,0,0,"Single-player,Steam Achievements,Steam Workshop,Family Sharing","Indie,Simulation,Sports,Strategy","Sports,Strategy,Simulation,Management,Tennis,e-sports,Time Management,Resource Management,Immersive Sim,Life Sim,3D,Indie,Realistic,Text-Based,Artificial Intelligence,Singleplayer,Action,Strategy RPG,Exploration,Baseball"
lifeform zero,22-02-2024,36772,7.99,243845.0,1.1870703784703778,83,Indie,"Mango Party,Mango Party News",Sins of Succubus,1848270,1848270,0 - 20000,7.19,0,"['Traditional Chinese', 'English', 'Japanese', 'Simplified Chinese', 'Korean']",https://cdn.akamai.steamstatic.com/steam/apps/1848270/header.jpg?t=1708925239,148,0,0,0,0,Single-player,"Indie,RPG,Simulation",
farm manager world,29-04-2024,14399,19.99,241254.0,20.978020915770703,0,Indie,"Sim Farm S.A.,PlayWay S.A.",Cleversan Games,2206350,2206350,0 - 0,17.99,0,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Turkish']",https://cdn.akamai.steamstatic.com/steam/apps/2206350/header.jpg?t=1714402423,0,0,0,0,0,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation,Strategy,Early Access",
turbo golf racing,04-04-2024,27537,9.99,240922.0,8.278991424104499,86,Indie,Hugecalf Studios,Hugecalf Studios,1324350,1324350,20000 - 50000,16.19,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",https://cdn.akamai.steamstatic.com/steam/apps/1324350/header.jpg?t=1659714834,135,0,0,0,0,"Single-player,Multi-player,PvP,Online PvP,Full controller support","Action,Racing,Sports,Early Access","Early Access,Racing,Golf,Sports,Multiplayer,Driving,PvP,Arcade,Combat Racing,e-sports,Party Game,Action,Mini Golf,Controller,Character Customization,Physics,3D,Singleplayer,Flight,Parkour"
windowkill,23-02-2024,54205,4.99,239666.0,4.033346015712271,97,Indie,torcado,torcado,2726450,2726450,20000 - 50000,4.49,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/2726450/header.jpg?t=1708812124,308,0,0,0,0,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together",Indie,"Action,Action Roguelike,Bullet Hell,Arcade,Twin Stick Shooter,2D,Minimalist,Gun Customization,Perma Death,Score Attack,Co-op,Local Co-Op,Controller,Local Multiplayer,Multiplayer,Singleplayer,Indie,4 Player Local"
bootstrap island,22-02-2024,11797,24.99,237361.0,4.453969670795021,83,Indie,Maru VR Productions,Maru VR Productions,1942110,1942110,0 - 0,19.99,0,['English'],https://cdn.akamai.steamstatic.com/steam/apps/1942110/header.jpg?t=1708624868,0,0,0,0,0,"Single-player,Tracked Controller Support,VR Only,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie,Simulation,Strategy,Early Access",
hairdresser simulator,06-03-2024,14398,19.99,235724.0,7.94368062025551,49,Indie,Frozen Way,GameFormatic S.A.,1330560,1330560,0 - 20000,17.99,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Simplified Chinese', 'Traditional Chinese', 'Czech', 'Danish', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Turkish', 'Russian']",https://cdn.akamai.steamstatic.com/steam/apps/1330560/header.jpg?t=1709809644,219,0,0,0,0,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats,Family Sharing","Casual,Indie,Simulation","Simulation,Casual,Indie,Realistic,Family Friendly,Relaxing,Singleplayer,Management,Design & Illustration,Sandbox,Economy,Replay Value,Education,3D,First-Person,Atmospheric,Funny,Immersive Sim,Character Customization,Story Rich"
maniac,28-03-2024,57155,4.99,235604.0,4.290811596159339,91,Indie,Skystone Games,Transhuman Design,1482380,1482380,0 - 20000,4.49,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Arabic', 'Greek', 'Romanian', 'Turkish', 'Hebrew']",https://cdn.akamai.steamstatic.com/steam/apps/1482380/header.jpg?t=1711808697,355,0,0,0,0,"Single-player,Full controller support,Steam Cloud,Includes level editor,Family Sharing","Action,Indie,Racing,RPG,Simulation","Singleplayer,Simulation,Action Roguelike,Top-Down Shooter,Bullet Hell,Rogue-like,Top-Down,Action,Arcade,Sandbox,Open World,Twin Stick Shooter,Gun Customization,3D,Dark Humor,Score Attack,Character Customization,Driving,Funny,RPG"
