,name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,AppID,Genres
1061,phantom abyss,25-01-2024,86210,19.99,1231915.0,9.290478868764191,85,AA,Devolver Digital,Team WIBY,989440,989440,"Action,Adventure,Indie,Massively Multiplayer"
1062,islands of insight,13-02-2024,52752,29.99,1229708.0,31.831256522648644,83,AA,Behaviour Interactive Inc.,Lunarch Studios,2071500,2071500,"Adventure,Indie,Massively Multiplayer"
1063,spirit city: lofi sessions,08-04-2024,140574,11.99,1217173.0,47.32413381771613,97,Indie,Mooncube Games,Mooncube Games,2113850,2113850,"Casual,Indie,Simulation"
1064,terrascape,17-07-2024,117418,14.99,1188273.0,5.981693150570897,88,Indie,"Stray Fawn Publishing,INSTINCT3",Bitfall Studios,2290000,2290000,"Casual,Indie,Simulation,Strategy"
1065,slaves of rome,12-02-2024,61190,24.99,1173275.0,8.410337305730208,68,Indie,Biggus Diccus Games,Biggus Diccus Games,1380070,1380070,"Action,Adventure,Indie,RPG,Simulation"
1066,dread delusion,14-05-2024,75015,19.99,1170260.0,8.481408610028911,92,Indie,DreadXP,Lovely Hellplace,1574240,1574240,"Action,Adventure,Indie,RPG"
1067,keeperrl,29-02-2024,85309,19.99,1168042.0,18.70857822921001,87,Indie,Electric Succubi,Electric Succubi,329970,329970,"RPG,Simulation,Strategy"
1068,kinitopet,09-01-2024,227576,5.99,1166563.0,3.2190117178611835,94,Indie,troy_en,troy_en,2075070,2075070,"Casual,Indie,Simulation"
1069,grocery store simulator,10-06-2024,170125,7.99,1160637.0,10.295448229090365,95,Indie,FEKK Games,FEKK Games,2961880,2961880,"Casual,Indie,Simulation,Early Access"
1070,selaco,31-05-2024,56176,24.99,1160305.0,11.059660852944672,93,Indie,Altered Orbit Studios,Altered Orbit Studios,1592280,1592280,"Action,Adventure,Early Access"
1071,farmer against potatoes idle,05-09-2024,234948,0.0,1153910.9084421117,256.3350027720608,96,Indie,Oni Gaming,Oni Gaming,1535560,1535560,"Casual,Free To Play,Indie,RPG,Simulation"
1072,rooftops & alleys: the parkour game,21-05-2024,81558,15.99,1153011.0,7.158457569592916,97,Indie,MLMEDIA,MLMEDIA,2703850,2703850,"Indie,Simulation,Sports,Early Access"
1073,a difficult game about climbing,06-03-2024,122429,9.99,1126490.0,8.13506057547006,89,Indie,Pontypants,Pontypants,2497920,2497920,"Action,Indie"
1074,reverse collapse: code name bakery,21-03-2024,63158,24.99,1124733.0,33.23014522628996,74,Indie,XD,"Shanghai Sunborn Network Technology Co., Ltd.",1127700,1127700,"Adventure,RPG,Strategy"
1075,dominions 6 - rise of the pantokrator,17-01-2024,29273,44.99,1090577.0,79.36725950738078,89,Indie,Illwinter Game Design,Illwinter Game Design,2511500,2511500,Strategy
1076,esports godfather,23-05-2024,65251,19.99,1072894.0,30.3497442517159,93,Indie,Asteroid Game Studio,Asteroid Game Studio,1278540,1278540,"Casual,Indie,RPG,Simulation,Sports,Strategy"
1077,kaku: ancient seal,11-07-2024,63579,24.99,1061930.0,21.65903214357081,86,Indie,BINGOBELL,BINGOBELL,1179580,1179580,"Action,Adventure,Indie,RPG"
1078,yaoling: mythical journey,15-07-2024,62937,19.99,1047362.0,21.326345346674653,91,Indie,"RAYKA STUDIO,NPC Entertainment",RAYKA STUDIO,2816950,2816950,"Adventure,Casual,Indie,RPG,Simulation,Strategy,Early Access"
1079,crow country,09-05-2024,61044,19.99,1045536.0,4.780094463438322,99,Indie,SFB Games,SFB Games,1996010,1996010,"Action,Indie"
1080,oddsparks: an automation adventure,24-04-2024,61371,24.99,1042637.0,12.498809626793388,91,Indie,HandyGames,Massive Miniteam,1817800,1817800,"Adventure,Indie,Simulation,Strategy,Early Access"
1081,emberward,25-06-2024,78590,14.99,1042636.0,9.537951392208566,96,Indie,ReficGames,ReficGames,2459550,2459550,"Indie,Strategy,Early Access"
1082,yi xian: the cultivation card game,21-01-2024,286872,0.0,1039161.219972389,55.01663011678348,75,AA,Gamera Games,Darksun Studio,1948800,1948800,"Casual,Indie,Strategy,Free To Play"
1083,project qt,16-01-2024,26716,0.0,1036107.0,105.6310151724434,63,Indie,Nutaku Publishing,xDNA,1571200,1571200,"Casual,Free To Play"
1084,snufkin: melody of moominvalley,07-03-2024,60378,19.99,1019946.0,3.2116139517137414,98,AA,Raw Fury,Hyper Games,1808680,1808680,"Adventure,Indie,RPG"
1085,minishoot' adventures,02-04-2024,78535,14.99,1001962.0,7.261068882154135,98,Indie,"SoulGame Studio,IndieArk",SoulGame Studio,1634860,1634860,"Action,Adventure,Casual,RPG"
1086,wrath: aeon of ruin,27-02-2024,47909,24.99,985076.0,2.9773647230246736,74,Indie,"3D Realms,Fulqrum Publishing","KillPixel Games,Slipgate Ironworks",1000410,1000410,Action
1087,ace attorney investigations collection,05-09-2024,27151,39.99,977191.0,4.091232841920956,98,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2401970,2401970,Adventure
1088,solium infernum,22-02-2024,29536,39.99,966283.0,24.686084918196155,88,Indie,League of Geeks,League of Geeks,1893810,1893810,"Indie,Strategy"
1089,the elder scrolls online: gold road,03-06-2024,27601,39.99,960791.0,0.0,44,AAA,Bethesda Softworks,ZeniMax Online Studios,2662630,2662630,"Action,Adventure,Massively Multiplayer,RPG"
1090,bandle tale: a league of legends story,21-02-2024,43330,24.99,954119.0,10.662545091105516,80,Indie,Riot Forge,Lazy Bear Games,1759380,1759380,"RPG,Simulation"
1091,vladik brutal,09-08-2024,92754,11.99,928429.0,4.557906694937509,89,Indie,Narko Games,Narko Games,1316680,1316680,"Action,Adventure,Casual,Indie"
1092,momodora: moonlit farewell,11-01-2024,68442,16.99,927493.0,6.473380892880699,92,AA,PLAYISM,Bombservice,1747760,1747760,"Action,Adventure,Indie"
1093,frontier hunter: erza’s wheel of fortune,26-07-2024,54431,24.99,922336.0,11.12684600466776,88,Indie,"IceSitruuna,NPC Entertainment",IceSitruuna,1429500,1429500,"Action,Adventure,Casual,Indie,RPG"
1094,anger foot,11-07-2024,40294,24.99,906252.0,5.627084715285352,93,AA,Devolver Digital,Free Lives,1978590,1978590,"Action,Indie"
1095,boxes: lost fragments,01-02-2024,68169,14.99,900796.0,4.149034995582672,91,Indie,Snapbreak,Big Loop Studios,2019810,2019810,"Adventure,Casual,Indie"
1096,vail vr,15-02-2024,89548,29.99,887656.0,3.708556191014475,78,Indie,AEXLAB,AEXLAB,801550,801550,"Action,Casual,Strategy"
1097,gym simulator 24,19-07-2024,109135,10.99,884330.0,4.271517013003123,90,Indie,Red Axe Games,Quatech,2559270,2559270,"Casual,Indie,Simulation,Sports"
1098,reus 2,28-05-2024,42986,24.99,879212.0,12.33557918373739,97,Indie,Firesquid,Abbey Games,1875060,1875060,"Indie,Simulation,Strategy"
1099,wizardry: proving grounds of the mad overlord,23-05-2024,29055,34.99,875986.0,32.178361089119306,85,Indie,Digital Eclipse,Digital Eclipse,2518960,2518960,"Action,RPG"
1100,instruments of destruction,10-05-2024,55717,19.99,874462.0,8.518788291074912,94,Indie,Radiangames,Radiangames,1428100,1428100,"Action,Casual,Indie,Simulation,Strategy"
1101,shogun showdown,05-09-2024,103097,14.99,871956.0,14.709804691305951,97,Indie,"Goblinz Publishing,Gamera Games",Roboatino,2084000,2084000,"Indie,RPG,Strategy,Early Access"
1102,pilgrim,31-05-2024,131573,7.99,867610.0,3.3304745672878693,88,Indie,DESPERATE MEASURES,DESPERATE MEASURES,2965660,2965660,"Action,Adventure,Indie,Early Access"
1103,squirrel with a gun,29-08-2024,53495,19.99,866137.0,3.5893794482410684,83,Indie,Maximum Entertainment,Dee Dee Creations LLC,2067050,2067050,"Action,Adventure,Indie,Simulation"
1104,news tower,13-02-2024,50123,19.99,864588.0,13.767491551302214,97,Indie,Twin Sails Interactive,Sparrow Night,1649950,1649950,"Simulation,Strategy,Early Access"
1105,aeons echo,22-08-2024,59501,0.0,853013.0,6.800604003855153,83,Indie,Nutaku Publishing,Aeons Studio,2832330,2832330,"Action,Casual,RPG,Free To Play"
1106,cryptmaster,09-05-2024,40489,24.99,845758.0,5.6746313405080935,96,Indie,Akupara Games,"Paul Hart,Lee Williams,Akupara Games",1885110,1885110,"Adventure,Indie,RPG"
1107,memoriapolis,29-08-2024,43572,24.99,832922.0,3.556692338780094,83,Indie,5PM Studio,5PM Studio,2228280,2228280,"Indie,Simulation,Strategy,Early Access"
1108,fallen aces,14-06-2024,81873,12.99,831336.0,3.651904364361676,98,AA,New Blood Interactive,"Trey Powell,Jason Bond",1411910,1411910,"Action,Indie,Early Access"
1109,megaloot,30-08-2024,101120,9.99,829084.0,7.072853564425466,85,Indie,"Ravenage Games,INSTINCT3",axilirate,2440380,2440380,"Casual,Indie,RPG,Strategy"
1110,the operator,22-07-2024,70976,13.99,827721.0,3.030081530375901,93,Indie,"Bureau 81,indienova",Bureau 81,1771980,1771980,"Adventure,Indie,Simulation"
1111,perfect world m,22-02-2024,3768,0.0,825766.0,46.92903887910011,33,Indie,PERFECT WORLD GAMES,PERFECT WORLD GAMES,2715240,2715240,"Massively Multiplayer,RPG"
1112,knock on the coffin lid,08-08-2024,49983,24.99,824669.0,36.13476474169297,85,Indie,RedBoon,RedBoon,1232580,1232580,"Adventure,Indie,RPG,Strategy"
1113,castlevania dominus collection,27-08-2024,36203,24.99,814241.0,8.317685816929346,96,AA,KONAMI,KONAMI,2369900,2369900,"Action,RPG"
1114,no case should remain unsolved,17-01-2024,152090,6.99,814072.0,2.006452454717227,98,Indie,Somi,Somi,2676840,2676840,"Adventure,Indie"
1115,spell disk,01-03-2024,65281,14.99,812211.0,11.116959666409018,88,Indie,Sunpeak Games,Sunpeak Games,2292060,2292060,"Action,Indie"
1116,dungeons & degenerate gamblers,08-08-2024,65164,14.99,806583.0,8.091559584377128,75,Indie,Yogscast Games,Purple Moss Collectors,2400510,2400510,"Casual,Indie,RPG,Strategy"
1117,outcast - a new beginning,15-03-2024,19374,59.99,806366.0,14.96428173825503,84,AA,THQ Nordic,Appeal Studios,1013140,1013140,Action
1118,yarimono,30-08-2024,39179,24.99,793022.0,6.409328024387582,87,Indie,072 Project,にゅう工房,2696050,2696050,"Adventure,Indie,RPG"
1119,jianghu chronicles,31-07-2024,59040,16.99,790516.0,23.442699513632128,74,Indie,方块游戏(CubeGame),一品阁,1909840,1909840,"Action,Adventure,Indie,Simulation,Early Access"
1120,terminus: zombie survivors,19-08-2024,60505,19.99,787448.0,18.643321811538684,97,Indie,Longplay Studios,Longplay Studios,1534980,1534980,"Adventure,Indie,RPG,Simulation,Strategy"
1121,megaton musashi w: wired,24-04-2024,20281,49.99,787339.0,24.487806291768475,85,Indie,LEVEL5 Inc.,LEVEL5 Inc.,2450450,2450450,"Action,RPG"
1122,we are football 2024,04-03-2024,25210,39.99,779187.0,51.034166549407374,82,Indie,"HandyGames,THQ Nordic",Winning Streak Games,1951410,1951410,"Casual,Simulation,Sports,Strategy"
1123,fling to the finish,18-01-2024,102601,19.99,778760.0,11.810501362514172,85,AA,Daedalic Entertainment,SplitSide Games,1054430,1054430,"Action,Casual,Indie,Racing"
1124,fate/stay night remastered,07-08-2024,31040,29.99,764069.0,12.432516197496774,95,Indie,Aniplex Inc.,"TYPE-MOON,fuzz Inc.",2396980,2396980,Adventure
1125,cyber manhunt 2: new world - the hacking simulator,09-05-2024,91066,9.99,763279.0,5.428407888662228,92,Indie,Spiral Up Games,Aluba Studio,2421410,2421410,"Indie,RPG,Simulation,Early Access"
1126,age of water,25-04-2024,28566,29.99,752577.0,40.17846919733193,61,AA,Gaijin Network Ltd,Three Whales Studio,2695490,2695490,"Action,Adventure,Massively Multiplayer,Early Access"
1127,metal slug: awakening,19-07-2024,141042,0.0,751373.0,12.47894042688811,60,Indie,HAOPLAY Limited,Tencent,2963870,2963870,"Action,Adventure,Casual,Massively Multiplayer,RPG,Free To Play"
1128,welcome to paradize,29-02-2024,31996,29.99,744243.0,11.46851070052296,65,AA,Nacon,Eko Software,1519090,1519090,"Action,Adventure,RPG"
1129,prince of persia the lost crown,08-08-2024,32997,39.99,743441.0,12.309219921885283,78,AAA,Ubisoft,Ubisoft Montpellier,2751000,2751000,"Action,Adventure"
1130,level zero: extraction,13-08-2024,45552,19.99,742914.0,16.09604183194644,66,AA,tinyBuild,Doghowl Games,1456940,1456940,"Action,Adventure,Indie,Massively Multiplayer,Simulation,Early Access"
1131,oblivion override,24-01-2024,61267,17.99,725958.0,13.942909524853192,92,Indie,Paleo,Humble Mill,1952370,1952370,"Action,Adventure,Indie,RPG"
1132,tales & tactics,15-08-2024,53902,17.99,724772.0,19.324987990798324,82,Indie,"Yogscast Games,Gamersky Games",Table 9 Studio,1652250,1652250,"Adventure,RPG,Strategy"
1133,spiritfall,28-02-2024,45670,19.99,723249.0,13.377384058933654,93,Indie,Gentle Giant,Gentle Giant,1835240,1835240,"Action,Indie"
1134,starcom: unknown space,02-09-2024,38592,24.99,720375.0,18.31690218752013,91,Indie,"Wx3 Labs, LLC","Wx3 Labs, LLC",1750770,1750770,"Action,Adventure,Indie,RPG"
1135,plane mechanic simulator,14-02-2024,110431,11.99,719997.0,4.490614087649444,60,Indie,Movie Games S.A.,"Cobble Games,Disaster Studio",803980,803980,"Adventure,Indie,Simulation"
1136,outbrk,28-06-2024,22704,34.99,714971.0,13.129795146256964,79,Indie,Sublime,Sublime,1107320,1107320,"Action,Adventure,Simulation,Strategy,Early Access"
1137,pro cycling manager 2024,06-06-2024,19951,39.99,709826.0,40.09035924723011,65,AA,Nacon,Cyanide Studio,2494350,2494350,"Simulation,Sports"
1138,ale & tale tavern,05-09-2024,58289,14.99,707686.0,3.760395364186901,86,Indie,"GrabTheGames,UpgradePoint",Scienart Games,2683150,2683150,"Action,Adventure,Casual,Indie,Simulation"
1139,ultimate general: american revolution,06-06-2024,16607,49.99,705648.0,25.63686490370842,76,Indie,Game-Labs,Game-Labs,1901910,1901910,"Simulation,Strategy,Early Access"
1140,until then,25-06-2024,42561,19.99,704108.0,10.328552351899267,99,Indie,Maximum Entertainment,Polychroma Games,1574820,1574820,"Adventure,Casual,Indie"
1141,robin hood - sherwood builders,29-02-2024,29781,29.99,702787.0,14.996376394279752,72,AA,PlayWay S.A.,MeanAstronauts,1159420,1159420,"Adventure,Indie,RPG"
1142,home safety hotline,16-01-2024,51830,14.99,700241.0,2.6434286805013034,92,Indie,Night Signal Entertainment,Night Signal Entertainment,2357910,2357910,"Casual,Indie,Simulation"
1143,gatekeeper,13-05-2024,60295,14.99,691110.0,7.129803716146882,86,Indie,HypeTrain Digital,Gravity Lagoon,2106670,2106670,"Action,Adventure,Indie,Early Access"
1144,恋爱单选题,18-07-2024,74201,10.99,688783.0,6.164275466198359,85,Indie,"无忧传媒,指间宇宙",无忧传媒,2865490,2865490,"Adventure,Indie,RPG,Simulation,Strategy"
1145,lotus lantern: rescue mother,11-04-2024,84001,9.99,684821.0,6.675683909404666,80,Indie,Plaisir Games,Unstable Games,2319030,2319030,"Action,Adventure,Indie,RPG"
1146,monster hunter stories,13-06-2024,25340,29.99,683951.0,22.701533084636345,88,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2356560,2356560,RPG
1147,underdogs,25-01-2024,27593,29.99,683121.0,3.76814716744285,98,Indie,One Hamsa,One Hamsa,2441700,2441700,"Action,Indie,Simulation"
1148,umamusume: pretty derby – party dash,29-08-2024,16684,44.99,675551.0,5.166505747062647,66,AA,"Cygames, Inc.","Cygames, Inc.,Arc System Works",2313020,2313020,Action
1149,war hospital,11-01-2024,27672,29.99,673600.0,12.325651287457022,60,AA,Nacon,Brave Lamb Studio S.A.,1553000,1553000,Strategy
1150,slice & dice,20-03-2024,77805,8.99,673586.0,20.542735392217416,97,Indie,Tann,Tann,1775490,1775490,"Casual,Indie,RPG,Strategy"
1151,classified: france '44,05-03-2024,23879,49.99,670774.0,17.692649262011187,82,AA,Team17,Absolutely Games,2085370,2085370,"RPG,Strategy"
1152,car manufacture,01-08-2024,40273,19.99,668524.0,10.74006526210832,80,AA,PlayWay S.A.,STEREO GAMES S.A.,983380,983380,"Indie,Simulation,Strategy,Early Access"
1153,duck detective: the secret salami,23-05-2024,79652,9.99,663730.0,1.679108723483934,96,Indie,Happy Broccoli Games,Happy Broccoli Games,2637990,2637990,"Adventure,Casual,Indie"
1154,milf's plaza,19-04-2024,54936,14.99,661717.0,5.261923537851022,69,Indie,TopHouse Publishing,Texic,2706300,2706300,"Adventure,Casual,RPG"
1155,cluckmech oasis,09-05-2024,77537,9.99,649091.0,22.85835077991378,87,Indie,Mammorize,BlackLight,2453360,2453360,"Action,Casual,Indie,Strategy"
1156,beer factory,10-01-2024,40391,18.99,648123.0,8.18082594869134,52,Indie,"CreativeForge Games,PlayWay S.A.",AKEL,1782570,1782570,"Indie,Simulation"
1157,yakuza rogue: yokohama massage parlor chapter,28-05-2024,58817,12.99,638497.0,7.231949832167666,83,Indie,WAKUWAKU,WAKUWAKU,2857880,2857880,"Casual,Indie,Simulation,Strategy"
1158,dale & dawson stationery supplies,30-08-2024,95537,7.99,634206.0,4.186376780152751,97,Indie,Striped Panda Studios,Striped Panda Studios,2920570,2920570,"Casual,RPG,Strategy"
1159,lorelei and the laser eyes,16-05-2024,28142,24.99,632941.0,11.174563857548948,96,AA,Annapurna Interactive,Simogo,2008920,2008920,"Adventure,Indie"
1160,wild west dynasty,22-08-2024,32024,26.99,625495.0,8.080317945857818,33,Indie,Toplitz Productions,Moon Punch Studio,1329880,1329880,"Adventure,RPG,Simulation"
1161,pools,26-04-2024,75464,9.79,623473.0,2.8443771540274825,95,Indie,"Tensori,UNIKAT Label",Tensori,2663530,2663530,Adventure
1162,lil' guardsman,23-01-2024,35849,19.99,611012.0,6.60034270025886,95,Indie,"Versus Evil,tinyBuild",Hilltop Studios,1924360,1924360,"Adventure,Casual,Indie"
1163,dawn of defiance,15-08-2024,43439,19.99,605601.0,12.638898749100711,80,Indie,Traega Entertainment,Traega Entertainment,2059530,2059530,"Action,Adventure,Early Access"
1164,murky divers,19-06-2024,133629,5.99,605472.0,5.7234479424214015,88,Indie,Oro Interactive,Embers,2963880,2963880,"Action,Adventure,Indie,Early Access"
1165,platform 8,31-05-2024,167800,3.99,602569.0,0.9864579579325782,86,Indie,KOTAKE CREATE,KOTAKE CREATE,2903560,2903560,"Adventure,Indie,Simulation"
1166,laysara: summit kingdom,10-04-2024,37722,19.99,602187.0,8.358782444731016,84,Indie,"Future Friends Games,Quite OK Games",Quite OK Games,1823950,1823950,"Indie,Simulation,Strategy,Early Access"
1167,arms trade tycoon: tanks,06-02-2024,22152,29.99,601167.0,10.179553939681757,74,Indie,MicroProse Software,FunGi,1662210,1662210,"Indie,Simulation,Strategy,Early Access"
1168,turnip boy robs a bank,18-01-2024,49027,14.99,600836.0,3.8171493812781394,96,Indie,Graffiti Games,Snoozy Kazoo,2097230,2097230,"Action,Adventure,Indie"
1169,star trek: resurgence,23-05-2024,30539,24.99,597802.0,6.086680921848769,91,Indie,Bruner House,Dramatic Labs,2653940,2653940,Adventure
1170,hospital 666,05-03-2024,102445,7.99,596521.0,2.5738297964679915,72,Indie,Lokin,Lokin,2774380,2774380,"Action,Adventure,Indie"
1171,artisan td,22-07-2024,41175,16.99,577505.0,14.72206964107766,91,Indie,Unexpected,4rtisans,2224640,2224640,Strategy
1172,caribbean legend,15-02-2024,26133,29.99,562753.0,43.28639704487596,76,Indie,"BlackMark Studio,Valkyrie Initiative",BlackMark Studio,2230980,2230980,RPG
1173,skald: against the black priory,30-05-2024,44588,14.99,560803.0,13.160084375258686,96,AA,Raw Fury,High North Studios AS,1069160,1069160,"Indie,RPG"
1174,steamworld heist ii,08-08-2024,21930,29.99,552082.0,15.884763355350692,96,Indie,Thunderful Publishing,Thunderful Development,2396240,2396240,"Action,Adventure,Indie,RPG,Strategy"
1175,autopsy simulator,06-06-2024,25263,24.99,548556.0,3.5028611346440464,45,Indie,Team17 Digital Ltd,Woodland Games,1283230,1283230,"Indie,Simulation"
1176,resist the succubus—the end of the female knight,26-07-2024,54751,16.99,535736.0,4.66734514818441,77,Indie,OTAKU Plan,BoRoBoRoGame,1868000,1868000,"Adventure,Indie,RPG,Strategy"
1177,garden life: a cozy simulator,22-02-2024,25529,24.99,530576.0,14.706945589014907,80,AA,Nacon,stillalive studios,1915380,1915380,"Casual,Simulation"
1178,penny’s big breakaway,21-02-2024,23256,29.99,524794.0,5.13330423733239,82,AA,Private Division,Evening Star,1955230,1955230,"Adventure,Indie"
1179,fractured online,24-07-2024,31955,14.99,521570.0,43.82106499089426,55,Indie,Dynamight Studios,Dynamight Studios,1426050,1426050,"Action,Massively Multiplayer,RPG"
1180,dragon quest builders,13-02-2024,22804,27.99,519305.0,24.669839632030605,92,AA,Square Enix,Square Enix,2436570,2436570,"Action,Adventure,RPG"
1181,spectre divide,03-09-2024,584912,0.0,515874.0,3.7906067463564392,53,Indie,Mountaintop Studios,Mountaintop Studios,2641470,2641470,"Action,Free To Play"
1182,ripout,28-05-2024,25078,24.99,510816.0,9.22208996429652,78,Indie,3D Realms,Pet Project Games,1558830,1558830,Action
1183,song of the prairie,31-07-2024,34212,19.99,508466.0,26.52511977011552,86,Indie,AOE Plus,The Droplet Studio,1350840,1350840,"Casual,Indie,RPG,Simulation"
1184,train capacity 300%,26-06-2024,10037,59.99,499436.0,3.783498398295651,76,Indie,072 Project,ベルゼブブ,2441570,2441570,"Casual,Indie,RPG,Simulation,Strategy"
1185,the settlers: new allies,26-03-2024,24828,59.99,498522.0,29.116687826484263,52,AAA,Ubisoft,Ubisoft Düsseldorf,2750080,2750080,Strategy
1186,[chilla's art] shinkansen 0 | 新幹線 0号,22-03-2024,78706,6.99,492076.0,1.803159642267536,85,Indie,Chilla's Art,Chilla's Art,2793370,2793370,Indie
1187,robobeat,14-05-2024,31582,19.99,491385.0,6.909824832526566,97,Indie,Kwalee,Simon Fredholm,1456760,1456760,"Action,Adventure,Indie"
1188,denizen,29-04-2024,28820,19.99,489411.0,7.776756483905562,78,Indie,Departure Interactive,Departure Interactive,2010030,2010030,"Adventure,Indie,RPG,Simulation,Early Access"
1189,i wani hug that gator!,14-02-2024,38369,14.99,481057.0,14.51670755792052,99,Indie,Cavemanon,Cavemanon,1895350,1895350,"Casual,Indie"
1190,corpse keeper,28-05-2024,33315,19.99,480134.0,11.798358652481376,79,Indie,Thermite Games,Melancholia Studio,1601740,1601740,"Action,Adventure,Indie,RPG,Strategy"
1191,silent breath,05-04-2024,55920,9.99,478886.0,1.253684919186634,70,Indie,EXODIAC STUDIOS,EXODIAC STUDIOS,2796180,2796180,"Adventure,Indie,Simulation,Early Access"
1192,romantic escapades,02-08-2024,27493,19.99,478599.0,4.777122589943246,89,Indie,Salamander Interactive,Salamander Interactive,2897760,2897760,"RPG,Early Access"
1193,9-bit armies: a bit too far,26-08-2024,31112,19.99,477043.0,11.292738471310066,89,Indie,Petroglyph,Petroglyph,1439750,1439750,"Action,Indie,Simulation,Strategy"
1194,remnant records,23-01-2024,40789,15.99,476002.0,6.249774400407087,86,Indie,Noctiluca Studio,Noctiluca Studio,1916310,1916310,"Action,Indie"
1195,lust academy - season 3,27-05-2024,35401,14.99,473076.0,8.985764778175827,89,Indie,Bear in the Night,Bear in the Night,2655960,2655960,"Adventure,Casual,Indie"
1196,loop queen-escape dungeon 3,08-01-2024,28946,19.99,469651.0,5.51790199892241,84,Indie,"Hide Games,PlayMeow",Hide Games,1950450,1950450,"Indie,RPG,Strategy"
1197,anonymous hacker simulator,03-04-2024,30891,19.99,469375.0,7.376180049745447,86,Indie,"G-DEVS.com,CreativeForge Games",Sicarius,2487060,2487060,"Indie,Simulation"
1198,kingdom hearts hd 2.8 final chapter prologue,13-06-2024,12254,59.99,467421.0,11.294433700423134,80,AA,Square Enix,Square Enix,2552440,2552440,"Action,Adventure,RPG"
1199,contractors showdown,25-04-2024,27141,19.99,466608.0,18.18104801253864,80,Indie,Caveman Studio,Caveman Studio,2719160,2719160,"Action,Simulation"
1200,dream engines: nomad cities,09-05-2024,23463,29.99,458980.0,24.13013396183912,75,Indie,"Suncrash,Gamera Games",Suncrash,1076750,1076750,"Indie,RPG,Simulation,Strategy"
1201,samurai warriors 4 dx,13-05-2024,10192,49.99,458548.0,14.780196821244653,88,AA,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2719200,2719200,Action
1202,summerhouse,08-03-2024,124989,4.99,457163.0,2.329047690339736,95,Indie,Future Friends Games,Friedemann,2533960,2533960,"Casual,Indie,Simulation,Strategy"
1203,self defense dojo,11-04-2024,49053,10.99,454488.0,9.62940872357666,87,Indie,WAKUWAKU,WAKUWAKU,2534120,2534120,"Casual,Indie,Simulation"
1204,rising lords,18-01-2024,31478,19.99,450937.0,11.480690698372614,73,Indie,"Deck13,WhisperGames",Argonwood,835650,835650,"Indie,Simulation,Strategy"
1205,ogu and the secret forest,29-07-2024,29556,24.99,447349.0,12.38599020840312,96,Indie,Sinkhole Studio,"Moonlab Studio,Sinkhole Studio",1985960,1985960,Adventure
1206,guardians of eden-embrace of the forest,07-03-2024,47876,10.99,440759.0,3.4102798584792144,93,Indie,"Mango Party,Mango Party News",Black Cat Entertainment,2672430,2672430,"Casual,Strategy"
1207,trans-siberian railway simulator,30-05-2024,26748,19.99,439367.0,7.473760984153682,92,AA,PlayWay S.A.,Pentacle,998400,998400,"Action,Adventure,Casual,Indie,Simulation,Early Access"
1208,inkulinati,22-02-2024,32914,24.99,438381.0,10.260957164525532,89,AA,Daedalic Entertainment,Yaza Games,957960,957960,"Indie,Strategy"
1209,meta-ghost: the breaking show,24-04-2024,29511,17.99,438131.0,27.94245613578306,74,Indie,"Flawless Gaming,Erabit",Scarecrow Studio,2507980,2507980,"Action,Indie,RPG,Early Access"
1210,迷宮校舎 | school labyrinth,21-02-2024,72520,6.99,433805.0,6.621443293132326,83,Indie,RainyDollGames,RainyDollGames,2423300,2423300,"Action,Indie"
1211,flintlock: the siege of dawn,17-07-2024,13360,39.99,428492.0,8.54822977632938,78,Indie,Kepler Interactive,A44 Games,1832040,1832040,"Action,Adventure,RPG"
1212,touhou hero of ice fairy,03-04-2024,113539,6.99,426279.0,7.463627015339362,98,Indie,GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲,1955830,1955830,"Action,Adventure,Indie,RPG"
1213,river town factory,06-02-2024,49851,14.99,422423.0,22.97850275057128,91,Indie,"iFAction Studio,BD Games",iFAction Studio,2281410,2281410,"Indie,RPG,Simulation"
1214,enishia and the binding brand,10-05-2024,36535,14.99,420150.0,8.334240655135321,89,Indie,Kagura Games,Shimobashira Workshop,2582650,2582650,RPG
1215,the witch of fern island,27-02-2024,24841,24.99,419597.0,42.1769780679866,80,Indie,indie.io,Enjoy Studio S.A.,1550010,1550010,"Adventure,Casual,Indie,RPG,Simulation"
1216,aquarist,29-03-2024,49828,15.99,418284.0,5.791556271643747,85,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,1430760,1430760,"Casual,Indie,Simulation"
1217,tribes 3: rivals,12-03-2024,25090,19.99,409596.0,23.34107405843711,73,Indie,Prophecy Games,Prophecy Games,2687970,2687970,"Action,Early Access"
1218,children of the sun,09-04-2024,29898,14.99,405492.0,2.7145806764945544,94,AA,Devolver Digital,René Rother,1309950,1309950,"Action,Indie,Strategy"
1219,mahjong soul,23-07-2024,50514,0.0,404777.0,13.097029411695926,92,Indie,YOSTAR HONG KONG LIMITED,Catfood Studio,2739990,2739990,"Casual,Strategy"
1220,bulwark evolution: falconeer chronicles,26-03-2024,25933,19.99,404450.0,11.639992881791208,81,Indie,Wired Productions,Tomas Sala,290100,290100,"Casual,Indie,Simulation,Strategy"
