,name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId,AppID,Genres
303,trinitys,25-04-2024,9630,14.99,97404.0,7.425199078752663,75,Indie,Phoenixx Inc.,Indie-us Games,1584690,1584690,"Action,Casual,Indie"
304,slave zero x,21-02-2024,4603,24.99,97228.0,6.396802075195478,85,Indie,Ziggurat,Poppy Works,1903910,1903910,Action
305,crestfallen: medieval survival,17-07-2024,8635,14.99,97203.0,9.388145547654238,69,Indie,Bloodbath Studios,Bloodbath Studios,2293680,2293680,"Action,Adventure,Indie,Massively Multiplayer,RPG,Simulation,Strategy,Early Access"
306,my pleasure - season 3,28-03-2024,6301,18.99,95671.0,6.129136649681638,79,Indie,Tasty Pics Studio,Tasty Pics Studio,2610080,2610080,"Adventure,Indie"
307,kingsgrave,17-04-2024,13324,9.99,95478.0,3.649236971474798,78,Indie,Alawar,Egg or Chicken Games,2644360,2644360,"Action,Adventure,Indie,RPG"
308,dishwashing simulator,03-04-2024,12031,9.99,94839.0,4.485264365334047,90,Indie,Frinky,"Frinky,Frosty",2747780,2747780,Simulation
309,i'm counting to 6...,26-01-2024,17098,6.99,94804.0,0.8322044494652961,86,Indie,EMIKA_GAMES,EMIKA_GAMES,2717260,2717260,"Adventure,Indie,Simulation"
310,roundscape adorevia,02-08-2024,6901,15.99,94711.0,9.85695666419018,80,Indie,Arvus Games,Arvus Games,2986400,2986400,"Indie,RPG"
311,abyss school,19-01-2024,26289,3.99,94355.0,4.04024775680354,91,Indie,eTIRUe,eTIRUe,2473710,2473710,Adventure
312,raw metal,19-03-2024,5335,19.99,93469.0,6.009124128377369,89,Indie,Team Crucible,Team Crucible,2279600,2279600,"Action,Indie"
313,异常情绪回收组,28-01-2024,10151,10.99,93379.0,12.301525684306291,85,Indie,墨元素,墨元素,2597460,2597460,"RPG,Strategy"
314,全民街篮,30-05-2024,31422,0.0,92977.0,11.40682578170852,76,Indie,深圳市中手游网络科技有限公司,上海洲竞网络科技有限公司,2383020,2383020,"Action,Casual,Massively Multiplayer,Sports,Free To Play,Early Access"
315,sumerian six,02-09-2024,3437,29.99,92768.0,5.230193368366318,96,AA,Devolver Digital,Artificer,1429850,1429850,"Action,Strategy"
316,open roads,28-03-2024,6252,19.99,92665.0,2.2164894237313963,76,AA,Annapurna Interactive,Open Roads Team,1497360,1497360,"Adventure,Indie"
317,cybernetic seduction - season 1,03-05-2024,8497,12.99,92662.0,6.853151087871319,90,Indie,1Thousand,1Thousand,2724540,2724540,Indie
318,idle fishing,24-05-2024,46667,0.0,92146.0,46.04458467925279,77,Indie,AO Games,AO Games,2725560,2725560,"Casual,Indie,RPG,Simulation"
319,unveiling the unknown,07-05-2024,6254,17.99,91150.0,8.885718977731928,90,Indie,TwistedScarlett60,TwistedScarlett60,2960590,2960590,"Casual,Indie,RPG"
320,stuffed,16-06-2024,11270,12.99,90795.0,2.6069873728185837,81,Indie,TheGamePublisher.com,Waving Bear Studio,1243200,1243200,"Action,Casual,Indie"
321,legendary hoplite,02-02-2024,7587,14.99,90751.0,10.566538403468464,70,Indie,Ravenage Games,TripleBricksGames,1479810,1479810,"Action,Adventure,Indie,RPG,Strategy"
322,minimalist tower defense,25-01-2024,27004,4.99,90620.0,16.989870723384826,94,Indie,HappyFairy213,HappyFairy213,2617400,2617400,"Casual,Indie,Strategy"
323,uncover the smoking gun,23-06-2024,5276,19.99,90446.0,5.377597908456318,97,Indie,ReLU Games,ReLU Games,2492290,2492290,"Adventure,Casual,Indie,Simulation,Strategy"
324,roots of yggdrasil,06-09-2024,9225,12.99,90157.0,6.853841751565168,92,Indie,"ManaVoid Entertainment,Indie Asylum",ManaVoid Entertainment,2071430,2071430,"Indie,Strategy"
325,tokyo psychodemic,29-05-2024,1813,54.99,89539.0,5.858585549228073,24,Indie,GRAVITY,GRAVITY GAME ARISE,2397140,2397140,"Adventure,Simulation"
326,spy×anya: operation memories,27-06-2024,2168,49.99,88877.0,8.19216012169394,90,AAA,Bandai Namco Entertainment,GrooveBoxJapan,2170370,2170370,Adventure
327,creatures of ava,07-08-2024,4284,24.99,88683.0,5.758266728274435,93,AA,11 bit studios,Inverge Studios,2304440,2304440,"Action,Adventure,Indie"
328,archaelund,08-01-2024,4922,19.99,88551.0,18.604325863989,87,Indie,4 Dimension Games,4 Dimension Games,1082970,1082970,"Adventure,RPG,Early Access"
329,age of defense,29-07-2024,13157,14.99,88271.0,6.622342614987855,78,Indie,Valkyrie Initiative,Battlecruiser Games,603320,603320,"Indie,Strategy"
330,never mourn,13-05-2024,9965,14.99,87827.0,4.190220142970112,89,Indie,"Poysky Productions,Light Up Games",Primal Seed,1839820,1839820,"Action,Adventure,Indie,RPG,Early Access"
331,vampire: the masquerade - justice,06-02-2024,4111,29.99,87251.0,2.884838067963121,68,Indie,Fast Travel Games,Fast Travel Games,2431700,2431700,"Adventure,RPG"
332,the mobius machine,01-03-2024,4524,24.99,87128.0,10.283281637117136,83,Indie,Madruga Works,Madruga Works,2281940,2281940,"Action,Adventure,Indie"
333,monuments renovator,08-03-2024,9313,14.99,87084.0,6.637463072879075,74,Indie,"Games Incubator,PlayWay S.A.","Monuments Games,Games Incubator",1257280,1257280,"Casual,Indie,Simulation"
334,in search of you,18-07-2024,15514,6.99,87038.0,3.4585829884120223,88,Indie,Celestial Star Studios,Celestial Star Studios,2963510,2963510,"Casual,RPG,Simulation"
335,ruff ghanor,22-02-2024,5403,19.99,86902.0,11.912707709973718,94,Indie,"DX Gameworks,Magalu Games,Nonsense Creations",DX Gameworks,2087460,2087460,"Indie,Strategy"
336,duelists of eden,07-03-2024,19473,4.99,86829.0,8.882961916395775,97,Indie,Thomas Moon Kang,Thomas Moon Kang,1664200,1664200,"Action,Indie"
337,snow plowing simulator,19-06-2024,6527,15.99,86660.0,4.197274212794315,77,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,2096030,2096030,"Adventure,Casual,Indie,RPG,Simulation,Early Access"
338,kingdom of atham: crown of the champions,12-01-2024,6744,13.99,86608.0,44.76252961271749,80,Indie,Sofa Mauve Studio Inc.,Sofa Mauve Studio Inc.,1676380,1676380,"Action,Adventure,Casual,Indie,RPG,Strategy"
339,vertical kingdom,15-04-2024,5365,19.99,86377.0,6.502037502275212,83,Indie,indie.io,Farlight Games Industry,1902870,1902870,"Indie,Strategy"
340,super dark deception,12-07-2024,5783,17.99,86169.0,6.475525689015737,67,Indie,Glowstick Entertainment,Glowstick Entertainment,2193720,2193720,"Action,Indie,RPG"
341,the shell part ii: purgatorio,18-04-2024,4718,24.99,85885.0,13.636618858867438,98,Indie,Shiravune,Innocent Grey,2712550,2712550,"Adventure,Simulation"
342,idol party,15-08-2024,9890,0.0,85835.0,18.90040585677796,76,Indie,LONGYOU TECHNOLOGY PTE.LTD.,LONGYOU TECHNOLOGY PTE.LTD.,2955300,2955300,"Casual,RPG,Free To Play"
343,mushoku tensei: jobless reincarnation quest of memories,19-06-2024,2106,44.99,85274.0,6.605504766683781,66,Indie,Bushiroad Inc.,LANCARSE Ltd.,2459420,2459420,"Adventure,RPG"
344,fantasy amusement park ii,31-05-2024,17496,5.99,85154.0,2.386453664229536,73,Indie,Shark Shark Game,Cat Paw Game,2619510,2619510,"Casual,RPG"
345,lustyverse: passion on display,22-03-2024,14551,6.99,85060.0,7.235261775450229,76,Indie,Inceton games,Inceton games,2328740,2328740,"Adventure,Casual,RPG"
346,mini settlers,08-08-2024,10001,9.99,84846.0,7.611946295559626,95,Indie,"Goblinz Publishing,IndieArk",Knight Owl Games,2521630,2521630,"Indie,Simulation,Strategy,Early Access"
347,my destiny girls,28-03-2024,10132,9.99,84708.0,10.631953086248698,88,Indie,EpicDream Games,EpicDream Games,2766860,2766860,"Adventure,Indie,RPG,Simulation,Strategy"
348,working sakuya,28-03-2024,21999,6.99,83942.0,0.6717445513282418,96,Indie,ぬるぬる坊主,ぬるぬる坊主,2861150,2861150,Adventure
349,pet shop simulator,21-06-2024,7221,14.99,83875.0,6.252576189914551,76,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2401680,2401680,"Casual,Indie,Simulation"
350,mortal glory 2,04-03-2024,9779,11.99,83727.0,11.982830998870288,89,Indie,Redbeak Games,Redbeak Games,2216660,2216660,"Indie,RPG,Simulation,Strategy"
351,hot therapy,24-03-2024,7024,14.99,83552.0,1.805488022420824,74,Indie,YummySoft,YummySoft,2360260,2360260,"Indie,RPG,Simulation"
352,distant bloom,27-03-2024,5937,19.99,82715.0,6.030660089252949,84,Indie,Kinda Brave,Ember Trail,1450250,1450250,"Adventure,Casual,Indie"
353,misha's incident,21-01-2024,9393,9.99,82653.0,3.379960284632395,86,Indie,Zetlaff,Zetlaff,2723520,2723520,RPG
354,"sex and the furry titty 3: come inside, sweety",16-05-2024,10393,9.99,81316.0,4.081956048561926,91,Indie,Furlough Games PBS,Furlough Games,2221840,2221840,"Adventure,Casual,Indie,Simulation,Strategy"
355,terra memoria,27-03-2024,5444,19.99,80472.0,7.421489669857486,87,Indie,Dear Villagers,La Moutarde,1912750,1912750,"Adventure,Indie,RPG"
356,hole dweller,19-01-2024,11170,7.99,80323.0,8.243305573081305,98,Indie,"Thigh High Games,Shady Corner Games",Thigh High Games,2293850,2293850,"Action,Adventure,Casual,Indie,RPG"
357,girls of the tower,23-02-2024,19531,6.99,80184.0,11.944999317231185,89,Indie,OKJOY,Robo Cat,2688680,2688680,"Adventure,Indie,Strategy"
358,"everlasting flowers - where there is a will, there is a way",28-08-2024,2966,29.99,80055.0,5.093116591993197,86,Indie,RIGHTWAY,"sprite,flowers.studio",2795270,2795270,Adventure
359,let's take a bath with purin 2,11-07-2024,6829,17.99,79862.0,1.285001362466089,79,Indie,Parabolica Games,Parabolica Games,2973500,2973500,"Action,Casual,Indie,Simulation,Sports"
360,deviator,01-08-2024,13896,6.99,79632.0,4.154207295492834,72,AA,SapStaR Games,Gami Studio,2620730,2620730,"Action,Adventure,Indie,Early Access"
361,berserk boy,06-03-2024,5193,20.0,79600.0,4.544247462000582,94,Indie,BerserkBoy Games,BerserkBoy Games,1561340,1561340,"Action,Adventure,Indie"
362,sinners landing,21-03-2024,6625,14.99,79552.0,6.418405065171533,92,Indie,Flexible Media,Flexible Media,1816140,1816140,"Adventure,RPG,Early Access"
363,klaroro - abyss of the soul,24-06-2024,13771,6.99,79363.0,1.154620119000862,81,Indie,"Mango Party,Mango Party News",Ccryu,2822010,2822010,Action
364,tortuga - a pirate's tale,13-02-2024,3832,24.99,79354.0,14.996518560571472,61,AA,Kalypso Media,Gaming Minds Studios,1604250,1604250,"Simulation,Strategy"
365,go mecha ball,25-01-2024,5660,19.99,78981.0,5.399627908579028,94,Indie,Super Rare Originals,Whale Peak Games,2008510,2008510,Action
366,little lives,08-03-2024,8703,12.99,78886.0,9.53390087677779,85,Indie,Houndstooth Games,Houndstooth Games,1505560,1505560,"Indie,Simulation"
367,taora : survival,23-05-2024,6923,13.99,78871.0,5.789378879025474,72,Indie,"Tulpar Games,TheGamesFortress",Tulpar Games,2165470,2165470,"Action,Adventure,RPG,Simulation,Early Access"
368,vampire therapist,18-07-2024,5819,14.99,78504.0,5.388496619369406,98,Indie,Little Bat Games,Little Bat Games,2481020,2481020,"Indie,Simulation"
369,dustborn,20-08-2024,2896,29.99,78165.0,6.593134644087161,70,Indie,Spotlight by Quantic Dream,Red Thread Games,721180,721180,"Action,Adventure,Indie"
370,helskate,15-02-2024,4029,24.99,78067.0,3.456231082834484,85,Indie,Phantom Coast,Phantom Coast,1295630,1295630,"Action,Adventure,Indie,Sports,Early Access"
371,biogun,31-07-2024,5251,19.99,78048.0,12.534388822459311,93,Indie,Ravenage Games,Dapper Dog Digital,1219240,1219240,"Action,Adventure,Indie"
372,древние русы,26-07-2024,10257,12.99,77800.0,4.513675478999976,98,Indie,Honor Games,Honor Games,2669860,2669860,"Action,Adventure,Casual,Indie,RPG,Simulation,Early Access"
373,my special summer vacation 2,27-06-2024,6712,14.99,77507.0,3.3273859507086305,75,Indie,Kagura Games,P.+,2923560,2923560,"RPG,Simulation"
374,my lovely empress,20-08-2024,5046,19.99,77493.0,5.005057844039444,87,Indie,Neon Doctrine,"GameChanger Studio,Neon Doctrine",2052990,2052990,"Indie,Simulation,Strategy"
375,rollscape,22-05-2024,13298,6.99,76991.0,3.6407021344310766,85,Indie,Leonardo the Vinchy,Leonardo the Vinchy,2904290,2904290,"Adventure,Casual,Strategy"
376,ashes,23-06-2024,4181,24.99,76979.0,7.838338003454954,65,Indie,Yanmo Games,Yanmo Games,2455040,2455040,"Action,Adventure,Indie,Early Access"
377,ashes,23-06-2024,4181,24.99,76979.0,7.838338003454954,65,Indie,Yanmo Games,Yanmo Games,2455040,904160,"Adventure,Casual,Indie"
378,ashes,23-06-2024,4181,24.99,76979.0,7.838338003454954,65,Indie,Yanmo Games,Yanmo Games,2455040,654710,"Action,Adventure,Indie"
379,world war armies,02-05-2024,16595,0.0,76971.0,21.36603364534045,55,Indie,"Hypemasters, Inc.","Hypemasters, Inc.",2438160,2438160,"Action,Strategy,Free To Play"
380,hero tale,28-03-2024,17823,4.99,76628.0,77.4947975197993,70,Indie,Weird Johnny Studio,Weird Johnny Studio,2513240,2513240,"Casual,Indie,RPG,Strategy"
381,harem！ranch life,23-08-2024,5238,17.99,76619.0,3.634375724102398,72,Indie,072 Project,GNT BOKUJO,2420240,2420240,"Casual,Indie,RPG,Simulation"
382,feather party,03-05-2024,17907,4.99,76256.0,2.578855667114769,90,Indie,Teneke Kafalar Spotlight,threeW,2300230,2300230,"Action,Casual,Indie,Early Access"
383,family breeding,04-05-2024,9451,9.99,75575.0,2.2619202418359845,81,Indie,Whiteleaf Studio,Whiteleaf Studio,2853840,2853840,"Casual,Indie,Simulation,Early Access"
384,clickolding,16-07-2024,30448,2.99,75559.0,0.9591748044351496,87,Indie,"Strange Scaffold,Outersloth",Strange Scaffold,3011440,3011440,Indie
385,rugby 25,28-06-2024,2783,29.99,75115.0,4.477776737220209,31,AA,Nacon,Big Ant Studios,2340870,2340870,"Sports,Early Access"
386,retail company simulator,06-08-2024,7846,11.99,74807.0,14.429833855747482,95,Indie,Business Tycoon,Business Tycoon,3089130,3089130,"Casual,Indie,Simulation"
387,madison vr,02-05-2024,2659,34.99,74572.0,3.281796387051666,80,Indie,BLOODIOUS GAMES,BLOODIOUS GAMES,2414550,2414550,"Action,Adventure,Indie,Simulation"
388,movies tycoon,15-07-2024,2928,29.99,74220.0,7.186581816469715,71,Indie,PixelCraze s.r.o.,PixelCraze s.r.o.,2659050,2659050,"Simulation,Early Access"
389,absolute fear -aooni- / 最恐 -青鬼-,25-04-2024,10121,9.99,74140.0,3.0040921096982327,46,Indie,"LiTMUS Co., Ltd.","LiTMUS Co., Ltd.",2889120,2889120,"Action,Adventure,Indie"
390,joy of programming - software engineering simulator,30-01-2024,5061,17.99,73977.0,8.240086829646355,86,AA,PlayWay S.A.,Prof. Scherer,2216770,2216770,"Indie,Simulation,Strategy,Early Access"
391,combat mission: final blitzkrieg,25-01-2024,2318,59.99,73845.0,28.69510089927749,91,AA,Slitherine Ltd.,Battlefront,2676000,2676000,Strategy
392,cuckold's gym,29-02-2024,10845,9.99,73725.0,1.1268257494695315,52,Indie,GeoCuck Group,GeoCuck Group,2757250,2757250,"Adventure,Casual,Indie,RPG,Simulation,Strategy"
393,death from above,22-02-2024,9370,9.99,73720.0,2.636919618604075,96,Indie,Lesser Evil,Rockodile,2300160,2300160,Simulation
394,cartel simulator,06-01-2024,8484,10.99,73464.0,6.277972444255539,69,Indie,ITK,ITK,2536490,2536490,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy,Early Access"
395,my demonic romance,01-05-2024,4332,19.99,73449.0,3.198792096558785,80,Indie,Andrealphus Games,Andrealphus Games,2370140,2370140,"Casual,Indie,Early Access"
396,natsu-mon: 20th century summer kid,26-06-2024,2115,39.99,73248.0,5.826172175775137,100,AA,"Spike Chunsoft Co., Ltd.","TOYBOX Inc.,Millennium Kitchen Co., Ltd.",2839280,2839280,Adventure
397,bewitching sinners,02-05-2024,4546,17.99,73029.0,10.358212773282307,98,Indie,Miss Xero,Miss Xero,2615670,2615670,"Casual,Indie"
398,logiart grimoire,15-03-2024,5375,19.99,73024.0,24.275998793839463,97,Indie,Jupiter Corporation,Jupiter Corporation,2492390,2492390,"Casual,Indie,Strategy"
399,fatermyth,23-04-2024,8947,9.99,72746.0,7.219293184789795,84,Indie,Merlion Games,KDream,2530420,2530420,"Adventure,Indie,RPG"
400,nejicomisimulator tma02 - my own dedicated weak pussy cow vtuber's confinement and training! choke-clamping deep-digging rip to her life masochistic-orgasm!- (cheeky big boob faphole understood her position),23-05-2024,3616,24.99,72642.0,15.223036272162016,86,Indie,"やぶから堂,LewdLoco","やぶから堂,たまぷろじぇくと",2432040,2432040,"Casual,Indie,Simulation"
401,forgotten seas,07-06-2024,3482,24.99,72549.0,23.006322622831195,83,Indie,indie.io,Pangea Game Studios,2168260,2168260,"Action,Adventure,Indie,Simulation,Early Access"
402,malware,31-07-2024,32488,2.99,72453.0,1.863085353681632,88,Indie,Odd Games,Odd Games,3019370,3019370,"Casual,Indie,Simulation,Strategy"
403,real estate simulator - from bum to millionaire,22-03-2024,7849,12.99,72346.0,3.020761271053206,51,Indie,Midnight Games,Geekon,2738900,2738900,"Indie,RPG,Simulation"
404,schim,18-07-2024,5057,24.99,72271.0,2.506968572426479,77,Indie,"Extra Nice,PLAYISM","Ewoud van der Werf,Nils Slijkerman",1519710,1519710,"Adventure,Casual,Indie"
405,kritika: zero,18-07-2024,5464,0.0,72154.0,22.60248534969474,50,Indie,株式会社G・O・P,VALOFE,3007020,3007020,"Action,Casual,RPG"
406,twilight survivors,01-04-2024,29195,2.99,72149.0,10.15643345075452,89,Indie,DORIDORI STUDIO,DORIDORI STUDIO,2788310,2788310,"Action,Adventure,Casual,Indie,RPG"
407,lakeside,25-03-2024,6710,14.99,72013.0,3.0665883078991616,68,Indie,Massive Galaxy Studios,Massive Galaxy Studios,1552220,1552220,Strategy
408,sam & max: the devil's playhouse,14-08-2024,4373,19.99,71874.0,8.406782251050108,99,Indie,Skunkape Games,Skunkape Games,2648050,2648050,"Adventure,Indie"
409,paradise,26-04-2024,4217,19.99,71794.0,11.744831290303976,97,Indie,JAST BLUE,Pil/Slash,2708210,2708210,"Adventure,Casual"
410,paradise,26-04-2024,4217,19.99,71794.0,11.744831290303976,97,Indie,JAST BLUE,Pil/Slash,2708210,789050,"Casual,Indie,RPG"
411,paradise,26-04-2024,4217,19.99,71794.0,11.744831290303976,97,Indie,JAST BLUE,Pil/Slash,2708210,1725330,Action
412,project unknown,12-07-2024,8767,9.99,71342.0,2.970398153906548,89,Indie,Nightmare Studios,PsychoRavens,2115390,2115390,"Action,Adventure,Indie,Early Access"
413,xiangsheng simulator,04-02-2024,50829,2.99,71247.0,2.025891516718508,77,Indie,Wave Ecstacy,Wave Ecstacy,2734310,2734310,"Casual,Indie"
414,train valley world,09-08-2024,4824,19.99,70779.0,7.712589160171384,72,AA,tinyBuild,Flazm,2244470,2244470,"Indie,Simulation,Strategy"
415,ereban: shadow legacy,10-04-2024,3596,24.99,70723.0,6.029381243393642,89,Indie,Baby Robot Games,Baby Robot Games,1671360,1671360,"Action,Adventure,Indie"
416,fida puti samurai,21-03-2024,7866,11.99,70667.0,9.32968195468886,95,Indie,Zanardi and Liza,Zanardi and Liza,1534340,1534340,Action
417,strategic command wwii: war in the pacific,18-07-2024,1963,39.99,70650.0,21.26686666979131,92,AA,Slitherine Ltd.,Fury Software,2740080,2740080,Strategy
418,iragon 18+,14-02-2024,3729,29.99,70561.0,2.663141477314257,40,Indie,SZH,Repulse,1097480,1097480,"Adventure,Casual,Indie,RPG"
419,crab god,20-06-2024,4297,19.99,70526.0,6.670332094268608,88,Indie,Firesquid,Chaos Theory Games,2289390,2289390,"Adventure,Indie,Simulation,Strategy"
420,multiplayer platform golf,29-02-2024,15702,4.99,70517.0,3.0495567217758395,92,Indie,Robot Assembly,Robot Assembly,2263920,2263920,"Casual,Sports"
421,machi koro with everyone,04-07-2024,3439,24.99,70380.0,4.566587558857733,60,Indie,Grounding Inc.,Grounding Inc.,1969860,1969860,Casual
422,eden island,26-07-2024,9646,14.99,70247.0,7.442286413116884,63,Indie,Moon Studio,Moon Studio,1974220,1974220,"Action,Adventure,Casual,Indie,RPG,Simulation"
423,handsome me with 100 girlfriends!,11-04-2024,8623,9.99,70215.0,2.3062527099058565,57,Indie,Day Day Up！,philosophy♂,2761510,2761510,"Action,Casual,Indie,RPG,Simulation"
424,aooni,25-07-2024,11885,9.99,70127.0,2.6583768987342653,72,Indie,Game Studio Inc.,Game Studio Inc.,2934190,2934190,"Action,Adventure,Indie,RPG"
425,genome guardian,07-05-2024,9474,11.99,69687.0,16.541265837868423,95,Indie,Alpherior,Alpherior,2891310,2891310,"Action,Casual,Indie,RPG"
426,x invader,12-08-2024,18675,4.99,69616.0,9.398892187788531,80,Indie,ALLAF GAMES,ALLAF GAMES,2090760,2090760,"Action,Indie,Strategy"
427,doom sweeper,08-06-2024,20562,4.99,69495.0,11.423323279224366,77,Indie,Paper Dog,Paper Dog,2162680,2162680,"Casual,Indie,RPG,Strategy"
428,dungeon vixens: a tale of temptation,08-04-2024,13651,5.99,68967.0,1.844034003991569,78,Indie,Shady Corner Games,Dualarcade,2710970,2710970,"Adventure,Casual"
429,i wanna fuck my mom's best friend,09-08-2024,6151,14.99,68584.0,1.3084968640711163,74,Indie,Cherry Kiss Games,Orcsoft,3067200,3067200,Casual
430,farewell north,16-08-2024,3905,23.99,68091.0,4.12583984340029,99,Indie,Mooneye Studios,Kyle Banks,1432850,1432850,"Adventure,Casual,Indie"
431,fetish room 18+,27-04-2024,8056,14.99,68004.0,1.334230232142228,58,Indie,Octo Games,Octo Games,2487120,2487120,"Casual,Indie,Simulation"
432,エルミナージュoriginal ～闇の巫女と神々の指輪～,23-05-2024,5917,16.99,67981.0,27.00954354139559,78,Indie,mebius.,"mebius.,Anura Bless,STARFISH SD",2392310,2392310,RPG
433,toy shire,26-08-2024,8399,9.99,67956.0,2.655938235656375,99,Indie,Catoptric Games,Bluespy Studios,2361460,2361460,"Action,Strategy,Early Access"
434,doll impostor,28-03-2024,13779,6.99,67755.0,4.768041120328671,97,Indie,HeadArrow,HeadArrow,2882870,2882870,"Action,Adventure,Indie,Strategy"
435,fog of war: book one,09-06-2024,7273,11.99,67732.0,4.063814895352941,84,Indie,Story Machine Studios,Story Machine Studios,2676180,2676180,"Action,Adventure,Indie"
436,tallowmere 2: curse of the kittens,19-02-2024,11885,9.99,67713.0,18.52500735091892,83,Indie,"Chris McFarland,Lightning Games",Chris McFarland,655740,655740,"Action,Indie"
437,heartshot,03-03-2024,5258,14.99,67643.0,1.2470111412929836,71,Indie,Meadow Studios,Meadow Studios,2702700,2702700,"Action,Adventure,Indie,Early Access"
438,special operations unit - signal forces,21-03-2024,9145,8.99,67599.0,2.590459109546948,85,Indie,Mango Party,ankoku marimokan,2311820,2311820,"Indie,RPG"
439,let's minesweeper,24-07-2024,16670,4.99,67473.0,6.178763103995366,81,Indie,SUNJOY GAME,SUNJOY GAME,2865580,2865580,Casual
440,mech builder,16-07-2024,8717,9.99,67468.0,4.219712973890713,75,Indie,Don Pachi,Don Pachi,2870420,2870420,Indie
441,renaissance kingdom wars,15-07-2024,3341,24.99,67386.0,2.357913601093543,76,Indie,indie.io,Reverie World Studios,2533020,2533020,"Action,Indie,RPG,Simulation,Strategy,Early Access"
442,the symbiant re:union,29-01-2024,5451,14.99,67132.0,2.464026613811756,93,Indie,HeartCoreDev,HeartCoreDev,2355140,2355140,"Casual,Indie,Simulation"
443,imperial lovers,07-06-2024,6059,14.99,66935.0,3.663082169554396,86,Indie,Pink Pixel Games,LAPLACE,2821040,2821040,"Casual,Indie,RPG"
444,撩妹模拟器：渣男的秘密,17-05-2024,11788,6.99,66927.0,1.858554104518518,82,Indie,DeerRiver,DeerRiver,2719190,2719190,"Casual,Indie,RPG,Simulation"
445,dog brew,30-04-2024,24238,3.5,66829.0,2.364138281649029,98,Indie,"Yuliy Oneshko,S-Grade","Yuliy Oneshko,S-Grade",2883280,2883280,"RPG,Simulation"
446,royal order,29-03-2024,2632,29.99,66782.0,11.646453886154193,93,Indie,Nifty Productions,Nifty Visuals,1749010,1749010,"RPG,Simulation,Strategy"
447,magical delicacy,16-07-2024,3192,24.99,66573.0,9.902069553189165,75,Indie,Whitethorn Games,Skaule,2231190,2231190,"Adventure,Indie"
448,the cub,19-01-2024,7919,14.99,66322.0,2.1002879833095163,87,Indie,"Untold Tales,Gamersky Games",Demagog Studio,1941410,1941410,"Adventure,Casual,Indie"
449,time treker,09-07-2024,11364,6.99,66300.0,5.857565393934813,78,Indie,"Leyo Games,2P Games",Fuse Game,2776500,2776500,"Action,Indie,Early Access"
450,hoofobia,23-02-2024,9279,9.99,66052.0,2.208382853909323,72,Indie,Deathyell Games,Deathyell Games,2467300,2467300,"Action,Simulation,Strategy,Early Access"
451,cygni: all guns blazing,05-08-2024,2604,29.99,66026.0,4.2482896928941605,62,AA,KONAMI,KeelWorks,1248080,1248080,"Action,Indie"
452,rebel transmute,11-03-2024,4028,19.99,65739.0,8.735269357373568,79,Indie,JanduSoft,Evan Tor Games,1191660,1191660,"Action,Adventure,Indie"
453,dungeons of blood and dream,27-05-2024,4567,15.99,65723.0,6.0147787122403,96,Indie,Lori Vornoy,Lori Vornoy,2488590,2488590,"Action,Adventure,Indie,RPG,Early Access"
454,cafe maid - hentai edition,22-02-2024,4316,19.99,65693.0,14.618248574677336,73,Indie,Woop Media,Sexy Hentai Games Factory,1586710,1586710,"Casual,Indie"
455,monsters domain,05-04-2024,5032,19.99,65271.0,4.161012638797963,44,Indie,"G-DEVS.com,CreativeForge Games",G-DEVS.com,1442450,1442450,"Action,Indie,RPG,Strategy"
456,doki doki ai interrogation,24-05-2024,22562,3.49,65249.0,1.4546503626836578,82,Indie,YAMADA,YAMADA,2844700,2844700,"Adventure,Casual,Indie,Simulation"
457,growtopia,07-03-2024,37131,0.0,65173.0,7.361271608839274,31,AAA,Ubisoft,Ubisoft Abu Dhabi,866020,866020,"Action,Adventure,Casual,Massively Multiplayer,Simulation,Strategy,Free To Play"
458,fuck you witch,29-03-2024,8355,9.99,65063.0,0.9673952756904698,92,Indie,Beshbarmak games,Beshbarmak games,2736020,2736020,"Adventure,Indie,Simulation"
459,月藍傳奇remake古文明之謎,11-02-2024,2607,19.99,65028.0,40.43827237929116,96,Indie,RMAsia,"天使蛋糕,攸藍,牙籤,黃金,咕咕咕,鎧特",2391680,2391680,"Indie,RPG"
460,mothers and daughters,02-01-2024,7578,9.99,64494.0,4.364727003460155,67,Indie,Spin256,Spin256,2508400,2508400,"Adventure,Indie,Early Access"
461,zero division,11-07-2024,6099,12.99,64472.0,7.677055210096512,88,Indie,Astrolabe Games,Robot Cat Limited,2181950,2181950,"Indie,RPG,Strategy"
462,lapidary: jewel craft simulator,25-03-2024,9702,7.99,64395.0,4.00446009890238,82,Indie,THINK & FEEL,THINK & FEEL,2539820,2539820,"Casual,Indie,Simulation"
463,preserve,08-08-2024,6779,12.49,64320.0,5.1397419833615166,95,Indie,Grindstone,Bitmap Galaxy,2109270,2109270,"Casual,Indie,Early Access"
464,voidbound,24-05-2024,3945,19.99,64291.0,4.450637928804644,93,Indie,Shady Corner Games,CursedAtelier,2500710,2500710,"Action,RPG,Early Access"
465,witch and lilies,23-05-2024,3338,24.99,64035.0,13.370290768841915,45,Indie,Stromatosoft Inc.,"Stromatosoft Inc.,株式会社タストα",2525810,2525810,"Adventure,Indie,RPG,Early Access"
